Id	CharacterId	VitalityRecoveryType	VitalityRecovery	MoodRecoveryType	MoodRecovery	Pre	CompareType	AttrTotal	AttrCondition	Description
417	1381003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
418	1381003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
419	1381003		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
420	1381003		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
421	1031005	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
422	1031005		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
423	1031005		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
424	1031005		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
425	1031005		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
426	1291003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
427	1291003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
428	1291003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
429	1291003		500		200	4	1	5500	{0: 2000, 1: 3500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
430	1291003		600		500	5	1	10000	{0: 3500, 1: 6500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
431	1141004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
432	1141004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
433	1141004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
434	1141004		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
435	1141004		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
436	1391003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
437	1391003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
438	1391003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
439	1391003		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
440	1391003		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
441	1061004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
442	1061004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
443	1061004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
444	1061004		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
445	1061004		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
