Id	Name	LevelUpId	Type	Prefab	Score	MoveType	StartMoveDirection	MoveRange	MoveSpeed	Weight	BornDelay	DestoryTime	CarryStoneId	CatchEffect	IsBoomDestroy	InitialType	IntParams	FloatParams
335	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	202	300	42.0	13.0			1			
336	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	202	6	49.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
337	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	244	6	29.0	11.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
338	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	284	6	23.0	9.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
339	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	254	6	45.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
340	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	271	6	45.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
341	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	240	6	45.0	11.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
342	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	238	10	16.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
343	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	164	100	13.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
344	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	193	300	1.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
345	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	251	5	40.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
346	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	171	5	38.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
347	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	186	50	23.0	14.0			1			
348	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	217	200	7.0	12.0			1			
349	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	173	300	34.0	15.0			1			
350	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	276	6	26.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
351	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	240	6	46.0	11.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
352	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	273	6	22.0	9.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
353	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	253	6	44.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
354	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	250	6	30.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
355	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	283	6	39.0	9.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
356	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	235	10	20.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
357	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	194	100		13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
358	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	173	300	7.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
359	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	278	5	40.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
360	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	274	5	16.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
361	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	211	50	29.0	12.0			1			
362	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	206	200	44.0	13.0			1			
363	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	230	300		11.0			1			
364	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	251	6	42.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
365	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	271	6	20.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
366	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	289	6	22.0	9.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
367	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	269	6	47.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
368	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	289	6	48.0	9.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
369	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	282	6	31.0	9.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
370	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	238	10	2.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
371	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	191	100	1.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
372	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	230	300	4.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
373	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	162	5	32.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
374	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	223	5	32.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
375	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	164	50	1.0	16.0			1			
376	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	152	200	42.0	17.0			1			
377	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	221	300	11.0	12.0			1			
378	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	295	6	26.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
379	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	264	6	31.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
380	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	287	6	21.0	9.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
381	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	297	6	44.0	9.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
382	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	273	6	48.0	9.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
383	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	248	6	28.0	10.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
384	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	160	10		16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
385	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	212	100	19.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
386	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	168	300	1.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
387	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	235	5	31.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
388	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	162	5	36.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
389	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	162	50		16.0			1			
390	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	217	200	50.0	12.0			1			
391	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	174	300	25.0	15.0			1			
392	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	264	6	30.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
393	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	269	6	31.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
394	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	243	6	30.0	11.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
395	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	282	6	22.0	9.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
396	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	255	6	40.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
397	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	280	6	36.0	9.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
398	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	220	10	9.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
399	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	188	100	24.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
400	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	236	300	18.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
401	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	202	5	31.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
402	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	163	5	22.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
403	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	215	50	49.0	12.0			1			
404	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	233	200	37.0	11.0			1			
405	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	203	300	8.0	13.0			1			
406	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	293	6	36.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
407	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	276	6	49.0	9.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
408	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	238	6	47.0	11.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
409	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	272	6	50.0	9.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
410	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	281	6	30.0	9.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
411	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	285	6	39.0	9.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
412	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	219	10	3.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
413	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	225	100		11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
414	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	159	300	21.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
415	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	150	5	39.0	17.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
416	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	151	5	37.0	17.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
417	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	177	50	45.0	15.0			1			
418	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	238	200	11.0	11.0			1			
419	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	215	300	41.0	12.0			1			
420	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	238	6	34.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
421	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	275	6	36.0	9.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
422	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	296	6	23.0	9.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
423	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	288	6	49.0	9.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
424	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	249	6	28.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
425	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	299	6	24.0	9.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
426	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	215	10	7.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
427	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	192	100	5.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
428	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	177	300	25.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
429	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	164	5	32.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
430	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	260	5	39.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
431	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	205	50	38.0	13.0			1			
432	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	239	200		11.0			1			
433	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	228	300	30.0	11.0			1			
434	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	296	6	27.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
435	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	295	6	42.0	9.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
436	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	247	6	21.0	10.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
437	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	271	6	41.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
438	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	284	6	20.0	9.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
439	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	284	6	27.0	9.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
440	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	236	10	7.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
441	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	224	100	16.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
442	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	201	300	25.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
443	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	178	5	23.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
444	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	163	5	30.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
