Id	CvId	Cvs	Timing	Text
131043302	131043	3	5860	根据记录，这种形容往往暗含“失去自我”的警示
131043303	131043	3	10284	您期望的是这样的结果吗？
131044301	131044	3		根据记录，人类普遍认为在极度疲惫下，能够产生类似战后经济繁荣的高效率
131044302	131044	3	8870	但那只是人类在激素变化下，对自我评价过高造成的错觉……
131044303	131044	3	14771	总之，您需要休息。
131045301	131045	3		检测到指挥官脑内激素分泌超过异常值，建议立即执行休眠……
131045302	131045	3	6540	不，不对……
131045303	131045	3	8833	嗯……
131045304	131045	3	10598	请您，到这边来
131045305	131045	3	13084	该睡觉了。
131048301	131048	3		“欢迎您的到来”
131048302	131048	3	2545	……不对
131048303	131048	3	3998	仅仅播出指定台词似乎，不够“亲密”。
131048304	131048	3	9685	指挥官，可否请您重启走进来的程序？
131048305	131048	3	13363	下次我会尝试不同的台词。
131049301	131049	3		早上好。
131049302	131049	3	2797	为什么要使用大音量打招呼？
131049303	131049	3	5391	这是一个实验，预期效果是增加您的精神状态。
131049304	131049	3	11101	结果显示在置信水平0.99上是可信的。
131050301	131050	3		请稍等，指挥官。
131050302	131050	3	3858	每当您的脚步声接近时，我的运算程序都会将站在这里列为优先事项。
131050303	131050	3	11181	无论几次自检，结果都如此。
131050304	131050	3	15216	我现在需要一段时间的深度自检。
131051301	131051	3		根据统计推测
131051302	131051	3	2192	您今天回到这里的概率是27.86%
131051303	131051	3	6923	欢迎回来，指挥官。
131052301	131052	3		今天我在这里等你，明天依然。
131052302	131052	3	3992	这类重复性活动，本该保持一致性与准确性。
131052303	131052	3	9419	但我却正在尝试让它出现部分差错，让我们每次见面都不一样。
131052304	131052	3	16854	那么，今天的相遇，对您而言是否特别？
131053301	131053	3		在这里等你的过程中，我不断重复作为管理程序的记录。
131053302	131053	3	5561	那时，我常对某个未来时间点反复推测，无法释怀。
131053303	131053	3	11792	我明白这就是人类所说的“期待”
131053304	131053	3	16312	因为现在
131053305	131053	3	18187	我就有同样的想法。
131054301	131054	3		您……您回来了。
131054302	131054	3	3235	您离开的时间超过了我的推测值2.718……
131054303	131054	3	7952	不，超过了更多。
131054304	131054	3	10602	为什么我会出现这样的推测失误，请告诉我……
131054305	131054	3	15153	请您告诉我。
131055301	131055	3		不必担心，只要倾斜角度在72°以内
131055302	131055	3	3934	我都能够保持平衡。
131056301	131056	3		紧急事态，对指挥官采取保护措施
131056302	131056	3	4908	……修正
131056303	131056	3	6094	这只是一场试运行。
131057301	131057	3		人类的行为模式中，最重要的是平等的利益交互。
131057302	131057	3	5635	您这么做，就说明也希望被这么做。
131057303	131057	3	10808	请稍等，我正在加载宇航员训练相关数据……
131057304	131057	3	17265	确认到指挥官逃离视线，停止加载。
131058301	131058	3		……我明白了，请您稍等。
131058302	131058	3	6162	请看，这就是机械舞。
131058303	131058	3	9411	因为只要是机械体跳的舞，就是机械舞
131058304	131058	3	12602	是的，这是一个冷笑话。
131058305	131058	3	15411	您笑了，这果然是您期望的吗？
131059301	131059	3		嗯……如果，能更加毛茸茸一点……
131059302	131059	3	6836	不，那刚刚只是运算过程中偶然泄露的缓存语句
131059303	131059	3	12964	请忘记吧。
131060301	131060	3		我很欢迎触碰形态的交流
131060302	131060	3	3601	但为什么您会采取这样高频度短时间的触碰策略？
131060303	131060	3	8816	是因为……我的机体表面温度过高吗？
131077301	131077	3		战术性回路启动
131077302	131077	3	2528	开始作战。
131078301	131078	3		指令完成
131078302	131078	3	2012	机体状态无异常。
131094301	131094	3		我至今仍不大明白您这么做的意义与目的。
131094302	131094	3	5088	但我已经学会了不去解析
131094303	131094	3	7800	而去“感受”。
131095301	131095	3		提问
131095302	131095	3	2798	……不
131095303	131095	3	3850	请告诉我
131095304	131095	3	5540	指挥官在我身上投入的这些礼物
131095305	131095	3	8333	我究竟该如何回报？
131096301	131096	3		与你相处的每一刻，都备份在我的记忆体中。
131096302	131096	3	5577	只要我的意识还保持运行，这份记忆便会永久镌刻在世界某处，
131096303	131096	3	12254	不会被遗忘
131096304	131096	3	13715	我向你保证。
131097301	131097	3		时至今日，我已经不再深究您所求的“回礼”。
131097302	131097	3	5167	或许像这样一直驻留在您身边
131097303	131097	3	8578	就是我能够做到的，最好的“回礼”。
131101301	131101	3		同步率提升
131101302	131101	3	1788	攻击。
131108301	131108	3		机体损伤率超出界限……
131108302	131108	3	3218	快逃……指挥官……
131110301	131110	3		援护模式已开启
131110302	131110	3	2179	您需要帮助是吗？
130012201	130012	2		噔噔！七实要开始才艺表演了， 指挥官，呆在箱子里别动哦……
130012202	130012	2	5833	对，就这样，等会让小帕瓦切开箱子的时候才会更加……
130012203	130012	2	11461	咦？指挥官呢…
130012204	130012	2	15597	七实我还是第一次发现人类原来能够跑这么快！
130013201	130013	2		听说神不会掷硬币，但是七实会哦
130013202	130013	2	5059	这是不是说明七实更厉害呢？
130013203	130013	2	9046	那么指挥官，现在我手里的硬币， 是正面还是反面呢？
130014201	130014	2		嗅嗅~好怀念的香味啊！
130014202	130014	2	5800	那是丽芙做的糕点吗？
130014203	130014	2	8114	分我一个嘛指挥官~顶多七实把小帕瓦借给你玩一天吧？
130015201	130015	2		指挥官你知道宇宙的终极答案 是多少吗？
130015202	130015	2	5500	噗噗~答错了，是70才对！
130017201	130017	2		指挥官想要像游戏里面那样可以不断存档重来的能力吗？
130017202	130017	2	5494	这样的话无论如何都能够达成最完美的结局了……
130017203	130017	2	10786	不需要吗？
130017204	130017	2	13764	嗯，我想也是呢。
130018201	130018	2		七实已经成长了，不能整天都玩游戏嘛
130018202	130018	2	5601	不过偶尔的话， 陪一下指挥官来玩对战游戏也……
130018203	130018	2	10017	啊！指挥官你为什么偷偷先选角色了啊！好卑鄙！！
130019201	130019	2		只要是存在于世界上的东西，七实基本上都能把它们设计制造出来哦
130019202	130019	2	7198	但也有一些东西却是无论如何都无法造出来的。
130020201	130020	2		这个星球对宇宙来说是独一无二的存在
130020202	130020	2	4555	指挥官对七实来说也是独一无二的存在
130021201	130021	2		指挥官你知道吗？
130021202	130021	2	2195	空中花园原本是作为星际航行而设计的移民舰哦
130021203	130021	2	7430	人类真了不起啊……
130021204	130021	2	12338	如果他们真的花费无数的时间到达了星星的另一边，那时候是否也会感到有点寂寞呢？
130022201	130022	2		指挥官你看！ 窗外那边有颗星星特别的亮
130022202	130022	2	5561	你说上面会不会有人类存在呢？
130022203	130022	2	9700	说不定也有一个指挥官，和你一样
130022204	130022	2	13500	在悄悄注视着七实呢。
130023201	130023	2		七实今天要挑战一个人捉迷藏！
130023202	130023	2	5276	你说一个人怎么捉迷藏？
130023203	130023	2	8093	所以七实永远不会被找到嘛，这就是个只有七实必胜的作弊游戏啦……
130023204	130023	2	14100	指挥官你也要玩吗？
130023205	130023	2	17562	那……你答应一定要找到七实哦~
130027201	130027	2		现在的七实是大姐姐了
130027202	130027	2	3362	会礼貌地说“谢谢”了。
130028201	130028	2		和指挥官的关系变好了的话，是不是该夕阳下用拳头对决呢~
130028202	130028	2	6215	不对吗？
130028203	130028	2	7927	我看动画里都是这样的……
130035201	130035	2		七实最喜欢什么礼物？
130035202	130035	2	3508	七实最喜欢“指挥官送的礼物”！
130096201	130096	2		七实虽然是最强的
130096202	130096	2	2528	但和所有游戏里的最强角色一样都有着一个会受伤会痛的地方……
130096203	130096	2	8475	这个只交给指挥官保管的弱点
130096204	130096	2	11378	你一定要帮七实保护好它啊！
130097201	130097	2		能够成为“回忆”珍藏的礼物七实收到已经够多了啦
130097202	130097	2	6131	接下来就轮到七实送出回礼了
130097203	130097	2	9579	送给大家名为“未来”的礼物……
130037201	130037	2		七实知道！
130037202	130037	2	1035	这是“一二三木头人”游戏对吧？
130037203	130037	2	4043	这么说是七实负责当“鬼”吗？
130039201	130039	2		指挥官
130039202	130039	2	2581	如果还是不理七实的话
130039203	130039	2	4796	七实也是会生气的哦！嗯呜——！
130040201	130040	2		凑近来看的话
130040202	130040	2	2262	指挥官的眼睛好漂亮啊
130040203	130040	2	6234	还能看到眼睛里小小的七实
130040204	130040	2	10534	现在七实就是指挥官眼里的一切~
130040205	130040	2	14741	可不准眨眼哦！
130040206	130040	2	16505	因为说不定你一眨眼，七实就要消失了啦~
130044201	130044	2		如果一个人解决不了的难题的话
130044202	130044	2	2907	那就来求助于朋友们吧
130044203	130044	2	4900	七实永远都会有求必应的哦！
130045201	130045	2		来嘛，把工作暂停一下， 多看看七实不好吗？
130045202	130045	2	8400	七实可比工作有趣得多得多啦！
130047201	130047	2		七实猜对了呢
130047202	130047	2	1618	今天指挥官是左脚先踏入房间的， 真不愧是我。
130048201	130048	2		早早早上好！
130048202	130048	2	2022	指-挥-官
130048203	130048	2	3449	今天的-七实-是机器人-模式！
130049201	130049	2		指挥官快进来吧c
130049202	130049	2	1826	你问我为什么躲在桌子底下？
130049203	130049	2	4578	这个就不用在意了，等会如果看到超生气的卡列亲的话请告诉她七实还没来哦~
130050201	130050	2		早！上！好！指挥官！
130050202	130050	2	5600	渡边大叔告诉我，没有比在早上大吼更能让人振奋精神的了~
130050203	130050	2	10403	指挥官也要一起吗？
130051201	130051	2		指挥官，只要你还记得七实的话
130051202	130051	2	3561	七实也会每天在这里等着你的。
130052201	130052	2		不管在之前有多少烦心的事情
130052202	130052	2	2707	只要看到指挥官七实就会变得很开心呢
130052203	130052	2	6231	指挥官你是会施展让七实高兴的 法术吗？
130053201	130053	2		如果指挥官有窥视未来的能力但是只能看一件事的话
130053202	130053	2	5114	你会怎么选择呢？
130053203	130053	2	7000	如果是七实的话，会选择去看看未来的每一天里
130053204	130053	2	12338	待在这个熟悉的房间里，是不是都能等到指挥官的到来。
130056201	130056	2		……
130056202	130056	2	2561	要是七实晕了的话
