SpawnId	SpawnProbability	IsCheckLuck	IsCheckWave	SpawnMaxInterval	SpawnDistance	SpawnRange	SpawnMonsterId	SpawnMonsterNum
10002	2	61000802	10000			56	2	10
3	10001	6	61000803	10000			75	2
12	3	20001	1	61000804	6000		1	94
2	12	3	30003	1	61000805	10000		
56	2	10	3	10001	6	61000901	10000	
	75	2	10	3	10002	2	61000902	10000
		56	2	10	3	10001	6	61000903
10000			75	2	12	3	20001	1
61000904	6000		1	94	2	12	3	30003
1	61000905	10000			56	2	10	3
10001	6	61001001	10000			75	2	10
3	10002	2	61001002	10000			56	2
10	3	10001	6	61001003	10000			75
2	12	3	20001	1	61001004	6000		1
94	2	12	3	30003	1	61001005	10000	
	56	2	10	3	10001	6	61001101	10000
		75	2	10	3	10002	2	61001102
10000			56	2	10	3	10001	6
61001103	10000			75	2	12	3	20001
1	61001104	5000		1	94	2	12	3
30003	2	61001105	10000			56	2	10
3	10001	6	61001201	8000		1	75	2
10	3	10003	2	61001202	10000			56
2	10	3	10001	6	61001203	10000		
75	2	12	3	20001	1	61001204	4000	
1	113	2	12	3	30001	1	61001205	5000
	1	94	2	12	3	30003	2	61001301
8000		1	75	2	10	3	10003	2
61001302	10000			56	2	10	3	10001
6	61001303	10000			75	2	12	3
20001	1	61001304	6000		1	94	2	12
3	30003	1	61001305	10000			56	2
10	3	10001	6	61001401	6000		1	56
2	10	3	10003	3	61001402	10000		
56	2	10	3	10001	6	61001403	10000	
	75	2	12	3	20001	1	61001404	5000
	1	94	2	12	3	30003	2	61001405
10000			56	2	10	3	10001	6
61001501	6000		1	56	2	10	3	10003
3	61001502	10000			56	2	10	3
10001	6	61001503	10000			75	2	12
3	20001	1	61001504	4000		1	113	2
12	3	30001	1	61001505	5000		1	94
2	12	3	30003	2	61001601	10000		
75	2	10	3	10002	2	61001602	10000	
	56	2	10	3	10001	6	61001603	10000
		75	2	12	3	20001	1	61001604
5000		1	94	2	12	3	30003	2
61001605	10000			56	2	10	3	10001
6	61001701	8000		1	75	2	10	3
10003	2	61001702	10000			56	2	10
3	10001	6	61001703	10000			75	2
12	3	20001	1	61001704	4000		1	113
2	12	3	30001	1	61001705	5000		1
94	2	12	3	30003	2	61001801	8000	
1	75	2	10	3	10003	2	61001802	10000
		56	2	10	3	10001	6	61001803
10000			75	2	12	3	20001	1
61001804	6000		1	94	2	12	3	30003
1	61001805	10000			56	2	10	3
10001	6	61001901	6000		1	56	2	10
3	10003	3	61001902	10000			56	2
10	3	10001	6	61001903	10000			75
2	12	3	20001	1	61001904	5000		1
94	2	12	3	30003	2	61001905	10000	
	56	2	10	3	10001	6	61002001	6000
	1	56	2	10	3	10003	3	61002002
10000			56	2	10	3	10001	6
61002003	10000			75	2	12	3	20001
1	61002004	4000		1	113	2	12	3
30001	1	61002005	5000		1	94	2	12
3	30003	2	61100101	8000		1	75	2
10	3	10003	2	61100102	10000			56
2	10	3	10001	6	61100103	8000		1
94	2	12	3	20001	1	61100104	6000	
1	94	2	12	3	30003	1	61100105	10000
		56	2	10	3	10001	6	61100201
8000		1	75	2	10	3	10003	2
61100202	10000			56	2	10	3	10001
6	61100203	8000		1	94	2	12	3
20001	1	61100204	6000		1	94	2	12
3	30003	1	61100205	10000			56	2
10	3	10001	6	61100301	8000		1	75
2	10	3	10003	2	61100302	10000		
56	2	10	3	10001	6	61100303	8000	
1	94	2	12	3	20001	1	61100304	6000
	1	94	2	12	3	30003	1	61100305
10000			56	2	10	3	10001	6
61100401	8000		1	75	2	10	3	10003
2	61100402	10000			56	2	10	3
10001	6	61100403	8000		1	94	2	12
3	20001	1	61100404	7000		1	94	2
12	3	30001	2	61100405	10000			56
2	10	3	10001	6	61100501	10000		
75	2	10	3	10002	2	61100502	10000	
	56	2	10	3	10001	6	61100503	8000
	1	94	2	12	3	20001	1	61100504
7000		1	94	2	12	3	30001	2
61100505	10000			56	2	10	3	10001
6	61100601	10000			75	2	10	3
10002	2	61100602	10000			56	2	10
3	10001	6	61100603	8000		1	94	2
12	3	20001	1	61100604	6000		1	94
2	12	3	30002	1	61100605	10000		
56	2	10	3	10001	6	61100701	10000	
	75	2	10	3	10002	2	61100702	10000
		56	2	10	3	10001	6	61100703
10000			75	2	12	3	20001	1
61100704	6000		1	94	2	12	3	30002
1	61100705	10000			56	2	10	3
10001	6	61100801	10000			75	2	10
3	10002	2	61100802	10000			56	2
10	3	10001	6	61100803	10000			75
2	12	3	20001	1	61100804	6000		1
94	2	12	3	30003	1	61100805	10000	
	56	2	10	3	10001	6	61100901	10000
		75	2	10	3	10002	2	61100902
10000			56	2	10	3	10001	6
61100903	10000			75	2	12	3	20001
1	61100904	6000		1	94	2	12	3
30003	1	61100905	10000			56	2	10
3	10001	6	61101001	10000			75	2
10	3	10002	2	61101002	10000			56
2	10	3	10001	6	61101003	10000		
75	2	12	3	20001	1	61101004	6000	
1	94	2	12	3	30003	1	61101005	10000
		56	2	10	3	10001	6	61101101
10000			75	2	10	3	10002	2
61101102	10000			56	2	10	3	10001
6	61101103	10000			75	2	12	3
20001	1	61101104	5000		1	94	2	12
3	30003	2	61101105	10000			56	2
10	3	10001	6	61101201	8000		1	75
2	10	3	10003	2	61101202	10000		
56	2	10	3	10001	6	61101203	10000	
	75	2	12	3	20001	1	61101204	4000
	1	113	2	12	3	30001	1	61101205
5000		1	94	2	12	3	30003	2
61101301	8000		1	75	2	10	3	10003
2	61101302	10000			56	2	10	3
10001	6	61101303	10000			75	2	12
3	20001	1	61101304	6000		1	94	2
12	3	30003	1	61101305	10000			56
2	10	3	10001	6	61101401	6000		1
56	2	10	3	10003	3	61101402	10000	
	56	2	10	3	10001	6	61101403	10000
		75	2	12	3	20001	1	61101404
5000		1	94	2	12	3	30003	2
61101405	10000			56	2	10	3	10001
6	61101501	6000		1	56	2	10	3
10003	3	61101502	10000			56	2	10
3	10001	6	61101503	10000			75	2
12	3	20001	1	61101504	4000		1	113
2	12	3	30001	1	61101505	5000		1
94	2	12	3	30003	2	61101601	10000	
	75	2	10	3	10002	2	61101602	10000
		56	2	10	3	10001	6	61101603
10000			75	2	12	3	20001	1
61101604	5000		1	94	2	12	3	30003
2	61101605	10000			56	2	10	3
10001	6	61101701	8000		1	75	2	10
3	10003	2	61101702	10000			56	2
10	3	10001	6	61101703	10000			75
2	12	3	20001	1	61101704	4000		1
113	2	12	3	30001	1	61101705	5000	
1	94	2	12	3	30003	2	61101801	8000
	1	75	2	10	3	10003	2	61101802
10000			56	2	10	3	10001	6
61101803	10000			75	2	12	3	20001
1	61101804	6000		1	94	2	12	3
30003	1	61101805	10000			56	2	10
3	10001	6	61101901	6000		1	56	2
10	3	10003	3	61101902	10000			56
2	10	3	10001	6	61101903	10000		
75	2	12	3	20001	1	61101904	5000	
1	94	2	12	3	30003	2	61101905	10000
		56	2	10	3	10001	6	61102001
6000		1	56	2	10	3	10003	3
61102002	10000			56	2	10	3	10001
6	61102003	10000			75	2	12	3
20001	1	61102004	4000		1	113	2	12
3	30001	1	61102005	5000		1	94	2
12	3	30003	2	61200101	10000			225
2	10	3	60001	1	61200102	10000		
56	2	10	3	10001	6	61200103	8000	
1	94	2	12	3	20001	1	61200104	6000
	1	94	2	12	3	30003	1	61200105
10000			56	2	10	3	10001	6
61200201	8000		1	75	2	10	3	10003
2	61200202	10000			56	2	10	3
10001	6	61200203	8000		1	94	2	12
3	20001	1	61200204	6000		1	94	2
12	3	30003	1	61200205	10000			56
2	10	3	10001	6	61200301	8000		1
75	2	10	3	10003	2	61200302	10000	
	56	2	10	3	10001	6	61200303	8000
	1	94	2	12	3	20001	1	61200304
6000		1	94	2	12	3	30003	1
61200305	10000			56	2	10	3	10001
6	61200401	2000		1	225	2	12	3
40001	2	61200402	10000			56	2	10
3	10001	6	61200403	8000		1	94	2
12	3	20001	1	61200404	7000		1	94
2	12	3	30001	2	61200405	10000		
56	2	10	3	10001	6	61200501	10000	
	75	2	10	3	10002	2	61200502	10000
		56	2	10	3	10001	6	61200503
8000		1	94	2	12	3	20001	1
61200504	7000		1	94	2	12	3	30001
2	61200505	10000			56	2	10	3
10001	6	61200601	10000			75	2	10
3	10002	2	61200602	10000			56	2
10	3	10001	6	61200603	8000		1	94
2	12	3	20001	1	61200604	6000		1
94	2	12	3	30002	1	61200605	10000	
	56	2	10	3	10001	6	61200701	10000
		75	2	10	3	10002	2	61200702
10000			56	2	10	3	10001	6
61200703	10000			75	2	12	3	20001
1	61200704	6000		1	94	2	12	3
30002	1	61200705	10000			56	2	10
3	10001	6	61200801	5000		1	225	2
12	3	50001	2	61200802	10000			56
2	10	3	10001	6	61200803	10000		
75	2	12	3	20001	1	61200804	6000	
1	94	2	12	3	30003	1	61200805	10000
		56	2	10	3	10001	6	61200901
10000			75	2	10	3	10002	2
61200902	10000			56	2	10	3	10001
6	61200903	10000			75	2	12	3
20001	1	61200904	6000		1	94	2	12
3	30003	1	61200905	10000			56	2
10	3	10001	6	61201001	10000			75
2	10	3	10002	2	61201002	10000		
56	2	10	3	10001	6	61201003	10000	
	75	2	12	3	20001	1	61201004	6000
	1	94	2	12	3	30003	1	61201005
10000			56	2	10	3	10001	6
61201101	10000			75	2	10	3	10002
2	61201102	10000			56	2	10	3
10001	6	61201103	10000			75	2	12
3	20001	1	61201104	5000		1	94	2
12	3	30003	2	61201105	10000			56
2	10	3	10001	6	61201201	3000		1
225	2	12	3	40001	1	61201202	10000	
	56	2	10	3	10001	6	61201203	10000
		75	2	12	3	20001	1	61201204
4000		1	113	2	12	3	30001	1
61201205	5000		1	94	2	12	3	30003
2	61201301	8000		1	75	2	10	3
10003	2	61201302	10000			56	2	10
3	10001	6	61201303	10000			75	2
12	3	20001	1	61201304	6000		1	94
2	12	3	30003	1	61201305	10000		
56	2	10	3	10001	6	61201401	6000	
1	56	2	10	3	10003	3	61201402	10000
		56	2	10	3	10001	6	61201403
10000			75	2	12	3	20001	1
61201404	5000		1	94	2	12	3	30003
2	61201405	10000			56	2	10	3
10001	6	61201501	6000		1	56	2	10
3	10003	3	61201502	10000			56	2
10	3	10001	6	61201503	10000			75
2	12	3	20001	1	61201504	4000		1
113	2	12	3	30001	1	61201505	5000	
1	94	2	12	3	30003	2	61201601	10000
		75	2	10	3	10002	2	61201602
10000			56	2	10	3	10001	6
61201603	10000			75	2	12	3	20001
1	61201604	5000		1	94	2	12	3
30003	2	61201605	10000			56	2	10
3	10001	6	61201701	5000		1	225	2
12	3	50001	2	61201702	10000			56
2	10	3	10001	6	61201703	10000		
75	2	12	3	20001	1	61201704	4000	
1	113	2	12	3	30001	1	61201705	5000
	1	94	2	12	3	30003	2	61201801
8000		1	75	2	10	3	10003	2
61201802	10000			56	2	10	3	10001
6	61201803	10000			75	2	12	3
20001	1	61201804	6000		1	94	2	12
3	30003	1	61201805	10000			56	2
10	3	10001	6	61201901	6000		1	56
2	10	3	10003	3	61201902	10000		
56	2	10	3	10001	6	61201903	10000	
	75	2	12	3	20001	1	61201904	5000
	1	94	2	12	3	30003	2	61201905
10000			56	2	10	3	10001	6
61202001	5000		1	225	2	12	3	50001
2	61202002	10000			56	2	10	3
10001	6	61202003	10000			75	2	12
3	20001	1	61202004	4000		1	113	2
12	3	30001	1	61202005	5000		1	94
2	12	3	30003	2	70100101	10000		
1		10	3	10001	3	70100102	10000	
	1		10	3	10001	3	70100103	10000
		133	2	10	3	10001	2	70100104
10000			133	2	10	3	10001	2
70100201	10000			1		10	3	10001
3	70100202	10000			1		10	3
10001	3	70100203	10000			133	2	10
3	10001	2	70100204	10000			133	2
10	3	10001	2	70100301	10000			1
	10	3	10001	3	70100302	10000		
1		10	3	10001	3	70100303	10000	
	133	2	10	3	10001	2	70100304	10000
		133	2	10	3	10001	2	70100401
10000			1		10	3	10001	3
70100402	10000			1		10	3	10001
3	70100403	10000			133	2	10	3
10001	2	70100404	10000			133	2	10
3	10001	2	70100501	10000			1	
10	3	10001	3	70100502	10000			1
	10	3	10001	3	70100503	10000		
133	2	10	3	10001	2	70100504	10000	
	133	2	10	3	10001	2	70200101	10000
		1		10	3	10001	3	70200102
10000			1		10	3	10001	3
70200103	10000			133	2	10	3	10001
2	70200104	4000		1	2		12	3
30001	1	70200201	10000			1		10
3	10001	3	70200202	10000			1	
10	3	10001	3	70200203	10000			133
2	10	3	10001	2	70200204	4000		1
2		12	3	30001	1	70200301	10000	
	1		10	3	10001	3	70200302	10000
		1		10	3	10001	3	70200303
10000			133	2	10	3	10001	2
70200304	4000		1	2		12	3	30001
1	70200401	10000			1		10	3
10001	3	70200402	10000			1		10
3	10001	3	70200403	10000			133	2
10	3	10001	2	70200404	4000		1	2
	12	3	30001	1	70200501	10000		
1		10	3	10001	3	70200502	10000	
	1		10	3	10001	3	70200503	10000
		133	2	10	3	10001	2	70200504
7000		1	167	2	12	3	30001	2
70200601	10000			1		10	3	10001
3	70200602	10000			1		10	3
10001	3	70200603	10000			133	2	10
3	10001	2	70200604	7000		1	167	2
12	3	30001	2	70200701	10000			1
	10	3	10001	3	70200702	10000		
1		10	3	10001	3	70200703	10000	
	133	2	10	3	10001	2	70200704	7000
	1	167	2	12	3	30001	2	70200801
10000			1		10	3	10001	3
70200802	10000			1		10	3	10001
3	70200803	10000			133	2	10	3
10001	2	70200804	7000		1	167	2	12
3	30001	2	70300101	10000			1	
10	3	10001	3	70300102	10000			1
	10	3	10001	3	70300103	10000		
133	2	10	3	10001	2	70300104	7000	
1	167	2	12	3	30001	2	70300201	10000
		1		10	3	10001	3	70300202
10000			1		10	3	10001	3
70300203	10000			133	2	10	3	10001
2	70300204	7000		1	167	2	12	3
30001	2	70300301	10000			1		10
3	10001	3	70300302	10000			1	
10	3	10001	3	70300303	10000			133
2	10	3	10001	2	70300304	7000		1
167	2	12	3	30001	2	70300401	10000	
	1		10	3	10001	3	70300402	10000
		1		10	3	10001	3	70300403
10000			133	2	10	3	10001	2
70300404	7000		1	167	2	12	3	30001
2	70300501	10000			1		10	3
10001	3	70300502	10000			1		10
3	10001	3	70300503	7000		1	167	2
12	3	30001	2	70300504	6000		1	2
	12	3	20001	1	70300505	6000		1
133	2	10	3	10002	2	70300601	10000	
	1		10	3	10001	3	70300602	10000
		1		10	3	10001	3	70300603
7000		1	167	2	12	3	30001	2
70300604	6000		1	2		12	3	20001
1	70300605	6000		1	133	2	10	3
10002	2	70300701	10000			1		10
3	10001	3	70300702	10000			1	
10	3	10001	3	70300703	7000		1	167
2	12	3	30001	2	70300704	6000		1
2		12	3	20001	1	70300801	10000	
	1		10	3	10001	3	70300802	10000
		1		10	3	10001	3	70300803
7000		1	167	2	12	3	30001	2
70300804	6000		1	2		12	3	20001
1	70300901	10000			1		10	3
10001	3	70300902	10000			133	2	10
3	10001	2	70300903	10000			133	2
10	3	10001	2	70300904	7000		1	167
2	12	3	30001	2	70300905	6000		1
2		12	3	20001	1	70301001	10000	
	1		10	3	10001	3	70301002	10000
		133	2	10	3	10001	2	70301003
10000			133	2	10	3	10001	2
70301004	7000		1	167	2	12	3	30001
2	70301005	6000		1	2		12	3
20001	1	70400101	10000			75	2	10
3	10001	3	70400102	10000			75	2
10	3	10001	3	70400103	10000			1
	10	3	10002	2	70400104	10000		
1		10	3	10002	2	70400105	10000	
	1		10	3	10001	2	70400201	10000
		75	2	10	3	10001	3	70400202
10000			75	2	10	3	10001	3
70400203	10000			1		10	3	10002
2	70400204	10000			1		10	3
10002	2	70400205	10000			1		10
3	10001	2	70400301	10000			75	2
10	3	10001	3	70400302	10000			75
2	10	3	10001	3	70400303	10000		
1		10	3	10002	2	70400304	10000	
	1		10	3	10002	2	70400305	10000
		1		10	3	10001	2	70400401
10000			75	2	10	3	10001	3
70400402	10000			75	2	10	3	10001
3	70400403	10000			1		10	3
10002	2	70400404	10000			1		10
3	10002	2	70400405	10000			1	
10	3	10001	2	70400501	10000			75
2	10	3	10001	3	70400502	10000		
75	2	10	3	10001	3	70400503	10000	
	1		10	3	10002	2	70400504	10000
		1		10	3	10002	2	70400505
10000			1		10	3	10001	2
70400601	10000			75	2	10	3	10001
3	70400602	10000			75	2	10	3
10001	3	70400603	10000			1		10
3	10002	2	70400604	10000			1	
10	3	10002	2	70400605	10000			1
	10	3	10001	2	70400606	3000		1
3		10	3	40001	1	70400701	10000	
	75	2	10	3	10001	3	70400702	10000
		75	2	10	3	10001	3	70400703
10000			1		10	3	10002	2
70400704	10000			1		10	3	10002
2	70400705	10000			1		10	3
10001	2	70400706	3000		1	3		10
3	40001	1	70400801	10000			75	2
10	3	10001	3	70400802	10000			75
2	10	3	10001	3	70400803	10000		
1		10	3	10002	2	70400804	10000	
	1		10	3	10002	2	70400805	10000
		1		10	3	10001	2	70400806
3000		1	3		10	3	40001	1
70400901	10000			75	2	10	3	10001
3	70400902	10000			75	2	10	3
10001	3	70400903	10000			1		10
3	10002	2	70400904	10000			1	
10	3	10002	2	70400905	10000			1
	10	3	10001	2	70400906	3000		1
3		10	3	40001	1	70401001	10000	
	75	2	10	3	10001	3	70401002	10000
		75	2	10	3	10001	3	70401003
10000			1		10	3	10002	2
70401004	10000			1		10	3	10002
2	70401005	6000		1	1		10	3
10002	2	70500101	10000			75	2	10
3	10001	4	70500102	10000			75	2
10	3	10001	4	70500103	10000			1
	10	3	10001	3	70500104	10000		
1		10	3	10001	3	70500105	10000	
	1		10	3	10001	3	70500201	10000
		75	2	10	3	10001	4	70500202
10000			75	2	10	3	10001	4
70500203	10000			1		10	3	10001
3	70500204	10000			1		10	3
10001	3	70500205	10000			1		10
3	10001	3	70500301	10000			75	2
10	3	10001	4	70500302	10000			75
2	10	3	10001	4	70500303	10000		
1		10	3	10001	3	70500304	10000	
	1		10	3	10001	3	70500305	10000
		1		10	3	10001	3	70500401
10000			75	2	10	3	10001	4
70500402	10000			75	2	10	3	10001
4	70500403	10000			1		10	3
10001	3	70500404	10000			1		10
3	10001	3	70500405	10000			1	
10	3	10001	3	70500501	10000			75
2	10	3	10001	4	70500502	10000		
75	2	10	3	10001	4	70500503	10000	
	1		10	3	10001	3	70500504	10000
		1		10	3	10001	3	70500505
10000			1		10	3	10001	3
70500601	10000			75	2	10	3	10001
4	70500602	10000			75	2	10	3
10001	4	70500603	10000			1		10
3	10001	3	70500604	10000			1	
10	3	10001	3	70500605	10000			1
	10	3	10001	3	70500701	10000		
75	2	10	3	10001	4	70500702	10000	
	75	2	10	3	10001	4	70500703	10000
		1		10	3	10001	3	70500704
10000			1		10	3	10001	3
70500705	6000		1	125	2	12	3	30002
1	70500706	6000		1	1		10	3
10002	2	70500801	10000			75	2	10
3	10001	4	70500802	10000			75	2
10	3	10001	4	70500803	10000			1
	10	3	10001	3	70500804	10000		
1		10	3	10001	3	70500805	6000	
1	125	2	12	3	30002	1	70500806	6000
	1	1		10	3	10002	2	70500901
10000			75	2	10	3	10001	4
70500902	10000			75	2	10	3	10001
4	70500903	10000			1		10	3
10001	3	70500904	10000			1		10
3	10001	3	70500905	6000		1	15	1
12	3	20001	1	70500906	6000		1	1
	10	3	10002	2	70501001	10000		
75	2	10	3	10001	4	70501002	10000	
	75	2	10	3	10001	4	70501003	10000
		1		10	3	10001	3	70501004
10000			1		10	3	10001	3
70501005	6000		1	15	1	12	3	20001
1	70501006	6000		1	1		10	3
10002	2	70600101	10000			75	2	10
3	10001	4	70600102	10000			75	2
10	3	10001	4	70600103	10000			1
	10	3	10001	3	70600104	6000		1
125	2	12	3	30002	1	70600105	7000	
1	125	2	12	3	30001	2	70600106	6000
	1	1		10	3	10002	2	70600201
10000			75	2	10	3	10001	4
70600202	10000			75	2	10	3	10001
4	70600203	10000			1		10	3
10001	3	70600204	6000		1	125	2	12
3	30002	1	70600205	7000		1	125	2
12	3	30001	2	70600206	6000		1	1
	10	3	10002	2	70600301	10000		
75	2	10	3	10001	4	70600302	10000	
	75	2	10	3	10001	4	70600303	10000
		1		10	3	10001	3	70600304
6000		1	125	2	12	3	30002	1
70600305	7000		1	125	2	12	3	30001
2	70600306	6000		1	1		10	3
10002	2	70600401	10000			75	2	10
3	10001	4	70600402	10000			75	2
10	3	10001	4	70600403	10000			1
	10	3	10001	3	70600404	6000		1
125	2	12	3	30002	1	70600405	7000	
1	125	2	12	3	30001	2	70600406	6000
	1	1		10	3	10002	2	70600501
10000			75	2	10	3	10001	4
70600502	500	1		1		10	3	10004
1	70600503	10000			1		10	3
10001	3	70600504	6000		1	125	2	12
3	30002	1	70600505	7000		1	125	2
12	3	30001	2	70600506	6000		1	1
	10	3	10002	2	70600601	10000		
75	2	10	3	10001	4	70600602	10000	
	75	2	10	3	10001	4	70600603	10000
		1		10	3	10001	3	70600604
6000		1	125	2	12	3	30002	1
70600605	7000		1	125	2	12	3	30001
2	70600606	6000		1	1		10	3
10002	2	70600701	10000			75	2	10
3	10001	4	70600702	10000			75	2
10	3	10001	4	70600703	10000			1
	10	3	10001	3	70600704	6000		1
125	2	12	3	30002	1	70600705	6000	
1	125	2	12	3	30002	1	70600706	7000
	1	125	2	12	3	30001	2	70600707
6000		1	1		10	3	10002	2
70600801	10000			75	2	10	3	10001
4	70600802	10000			75	2	10	3
10001	4	70600803	10000			1		10
3	10001	3	70600804	6000		1	125	2
12	3	30002	1	70600805	6000		1	125
2	12	3	30002	1	70600806	7000		1
125	2	12	3	30001	2	70600807	6000	
1	1		10	3	10002	2	70600901	10000
		75	2	10	3	10001	4	70600902
10000			75	2	10	3	10001	4
70600903	10000			1		10	3	10001
3	70600904	6000		1	125	2	12	3
30002	1	70600905	6000		1	125	2	12
3	30002	1	70600906	7000		1	125	2
12	3	30001	2	70600907	6000		1	1
	10	3	10002	2	70601001	10000		
75	2	10	3	10001	4	70601002	10000	
	75	2	10	3	10001	4	70601003	10000
		1		10	3	10001	3	70601004
6000		1	125	2	12	3	30002	1
70601005	6000		1	125	2	12	3	30002
1	70601006	7000		1	125	2	12	3
30001	2	70601007	6000		1	1		10
3	10002	2	70601101	10000			75	2
10	3	10001	4	70601102	10000			75
2	10	3	10001	4	70601103	10000		
1		10	3	10001	3	70601104	6000	
1	125	2	12	3	30002	1	70601105	6000
	1	125	2	12	3	30002	1	70601106
7000		1	125	2	12	3	30001	2
70601107	6000		1	1		10	3	10002
2	70601201	10000			75	2	10	3
10001	4	70601202	10000			75	2	10
3	10001	4	70601203	10000			1	
10	3	10001	3	70601204	6000		1	125
2	12	3	30002	1	70601205	6000		1
125	2	12	3	30002	1	70601206	7000	
1	125	2	12	3	30001	2	70601207	6000
	1	1		10	3	10002	2	70601301
10000			75	2	10	3	10001	4
70601302	10000			75	2	10	3	10001
4	70601303	10000			1		10	3
10001	3	70601304	6000		1	125	2	12
3	30002	1	70601305	6000		1	125	2
12	3	30002	1	70601306	7000		1	125
2	12	3	30001	2	70601307	6000		1
1		10	3	10002	2	70700101	10000	
	75	2	10	3	10001	4	70700102	10000
		75	2	10	3	10001	4	70700103
10000			1		10	3	10002	2
70700104	10000			1		10	3	10001
3	70700201	10000			75	2	10	3
10001	4	70700202	10000			75	2	10
3	10001	4	70700203	10000			1	
10	3	10002	2	70700204	10000			1
	10	3	10001	3	70700301	10000		
75	2	10	3	10001	4	70700302	10000	
	75	2	10	3	10001	4	70700303	10000
		1		10	3	10002	2	70700304
10000			1		10	3	10001	3
70700401	10000			75	2	10	3	10001
4	70700402	10000			75	2	10	3
10001	4	70700403	10000			1		10
3	10002	2	70700404	10000			1	
10	3	10001	3	70700501	10000			75
2	10	3	10001	4	70700502	10000		
75	2	10	3	10001	4	70700503	10000	
	1		10	3	10002	2	70700504	10000
		1		10	3	10001	3	70700601
10000			75	2	10	3	10001	4
70700602	10000			75	2	10	3	10001
4	70700603	10000			1		10	3
10002	2	70700604	10000			1		10
3	10002	2	70700605	6000		1	15	1
12	3	20001	1	70700701	10000			75
2	10	3	10001	4	70700702	10000		
75	2	10	3	10001	4	70700703	10000	
	1		10	3	10002	2	70700704	10000
		1		10	3	10002	2	70700705
6000		1	15	1	12	3	20001	1
70700801	10000			75	2	10	3	10001
4	70700802	10000			75	2	10	3
10001	4	70700803	10000			1		10
3	10002	2	70700804	10000			1	
10	3	10002	2	70700805	6000		1	15
1	12	3	20001	1	70700901	10000		
75	2	10	3	10001	4	70700902	10000	
	75	2	10	3	10001	4	70700903	10000
		1		10	3	10002	2	70700904
10000			1		10	3	10002	2
70700905	6000		1	15	1	12	3	20001
1	70701001	10000			75	2	10	3
10001	4	70701002	10000			75	2	10
3	10001	4	70701003	10000			1	
10	3	10002	2	70701004	10000			1
	10	3	10002	2	70701005	6000		1
15	1	12	3	20001	1	70701101	10000	
	75	2	10	3	10001	4	70701102	10000
		75	2	10	3	10001	4	70701103
10000			1		10	3	10002	2
70701104	10000			1		10	3	10002
2	70701105	4000		1	15	1	12	3
30001	1	70701106	6000		1	1		10
3	10002	2	70701201	10000			75	2
10	3	10001	4	70701202	10000			75
2	10	3	10001	4	70701203	10000		
1		10	3	10002	2	70701204	10000	
	1		10	3	10002	2	70701205	4000
	1	15	1	12	3	30001	1	70701206
6000		1	1		10	3	10002	2
70701301	10000			75	2	10	3	10001
4	70701302	10000			75	2	10	3
10001	4	70701303	10000			1		10
3	10002	2	70701304	10000			1	
10	3	10002	2	70701305	4000		1	15
1	12	3	30001	1	70701306	6000		1
1		10	3	10002	2	70701401	10000	
	75	2	10	3	10001	4	70701402	10000
		75	2	10	3	10001	4	70701403
10000			1		10	3	10002	2
70701404	10000			1		10	3	10002
2	70701405	4000		1	15	1	12	3
30001	1	70701406	6000		1	1		10
3	10002	2	70701501	10000			75	2
10	3	10001	4	70701502	10000			75
2	10	3	10001	4	70701503	10000		
1		10	3	10002	2	70701504	10000	
	1		10	3	10002	2	70701505	4000
	1	15	1	12	3	30001	1	70701506
6000		1	1		10	3	10002	2
70800101	10000			5	1	10	3	10001
6	70800102	10000			5	1	10	3
10001	6	70800103	10000			67	2	10
3	10001	4	70800104	10000			67	2
10	3	10001	4	70800105	7000		1	83
2	12	3	20002	1	70800201	10000		
5	1	10	3	10001	6	70800202	10000	
	5	1	10	3	10001	6	70800203	10000
		67	2	10	3	10001	4	70800204
10000			67	2	10	3	10001	4
70800205	7000		1	83	2	12	3	20002
1	70800301	10000			5	1	10	3
10001	6	70800302	10000			5	1	10
3	10001	6	70800303	10000			67	2
10	3	10001	4	70800304	10000			67
2	10	3	10001	4	70800305	7000		1
83	2	12	3	20002	1	70800401	10000	
	5	1	10	3	10001	6	70800402	10000
		5	1	10	3	10001	6	70800403
10000			67	2	10	3	10001	4
70800404	10000			67	2	10	3	10001
4	70800405	7000		1	83	2	12	3
20002	1	70800501	10000			5	1	10
3	10001	6	70800502	10000			5	1
10	3	10001	6	70800503	10000			67
2	10	3	10001	4	70800504	10000		
67	2	10	3	10001	4	70800505	7000	
1	83	2	12	3	20002	1	70800601	10000
		5	1	10	3	10001	6	70800602
10000			5	1	10	3	10001	6
70800603	10000			67	2	10	3	10001
4	70800604	10000			67	2	10	3
10001	4	70800605	4000		1	2		12
3	50001	1	70800606	6000		1	67	2
10	3	10002	2	70800701	10000			5
1	10	3	10001	6	70800702	10000		
5	1	10	3	10001	6	70800703	10000	
	67	2	10	3	10001	4	70800704	10000
		67	2	10	3	10001	4	70800705
4000		1	2		12	3	50001	1
70800706	6000		1	67	2	10	3	10002
2	70800801	10000			5	1	10	3
10001	6	70800802	10000			5	1	10
3	10001	6	70800803	10000			67	2
10	3	10001	4	70800804	10000			67
2	10	3	10001	4	70800805	4000		1
2		12	3	50001	1	70800806	6000	
1	67	2	10	3	10002	2	70800901	10000
		5	1	10	3	10001	6	70800902
10000			5	1	10	3	10001	6
70800903	10000			67	2	10	3	10001
4	70800904	10000			67	2	10	3
10001	4	70800905	4000		1	2		12
3	50001	1	70800906	6000		1	67	2
10	3	10002	2	70801001	10000			5
