StageId	ModelId	BossName	Score	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	PreFullScore	OpenCondition	BuffDetailsId	FeaturesId	ProposedLevel	SkillTitle	SkillDesc	AttackName
30302703	Mb1TifaMd010001UI	苦刑之女·幻妄	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90024]			['荆棘之吻', '尖刺胄甲', '无妄刑刺']	['苦刑之女·幻妄同时释放大量尖刺吞噬敌人。', '苦刑之女·幻妄用尖刺包裹住自己身躯进行守护，随后在周围生成4道荆棘刺桩。', '苦刑之女·幻妄召唤巨型尖刺攻击敌人，落下后在敌人脚下生成荆棘刺桩。']	
30302704	Mb1TifaMd010001UI	苦刑之女·幻妄	168000	60000	90000	18000	4	混沌	CHAOS		1			[90024]			['荆棘之吻', '尖刺胄甲', '无妄刑刺']	['苦刑之女·幻妄同时释放大量尖刺吞噬敌人。', '苦刑之女·幻妄用尖刺包裹住自己身躯进行守护，随后在周围生成4道荆棘刺桩。', '苦刑之女·幻妄召唤巨型尖刺攻击敌人，落下后在敌人脚下生成荆棘刺桩。']	
30302705	Mb1TifaMd010001UI	苦刑之女·幻妄	336000	120000	180000	36000	5	地狱	HELL		1			[90024]			['烧夷战术', '荆棘之吻', '尖刺胄甲', '无妄刑刺']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '苦刑之女·幻妄同时释放大量尖刺吞噬敌人。', '苦刑之女·幻妄用尖刺包裹住自己身躯进行守护，随后在周围生成4道荆棘刺桩。', '苦刑之女·幻妄召唤巨型尖刺攻击敌人，落下后在敌人脚下生成荆棘刺桩。']	
30302801	Mb1MaidmasterMd010002UI	特异型机械体·马德拉	21000	7500	11250	2250	1	实验	TEST	True	1			[90023]			['雷笞', '劣行警告', '镇静电击', '罔背罚惩', '追袭']	['马德拉向敌人投射一道雷电长矛。', '马德拉快速挥动双手击飞敌人，并进行连续攻击。', '马德拉让电流覆盖手臂，向前方释放充满电流的爪击。', '马德拉爆发大量电流，随后用带有电流的手臂连续重击地面。', '马德拉以极快的速度向瞬移到敌人身侧，突击敌人。']	
30302802	Mb1MaidmasterMd010002UI	特异型机械体·马德拉	42000	15000	22500	4500	2	精英	ELITES	True	1			[90023]			['雷笞', '劣行警告', '镇静电击', '罔背罚惩', '追袭']	['马德拉向敌人投射一道雷电长矛。', '马德拉快速挥动双手击飞敌人，并进行连续攻击。', '马德拉让电流覆盖手臂，向前方释放充满电流的爪击。', '马德拉爆发大量电流，随后用带有电流的手臂连续重击地面。', '马德拉以极快的速度向瞬移到敌人身侧，突击敌人。']	
30302803	Mb1MaidmasterMd010002UI	特异型机械体·马德拉	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90023]			['雷笞', '劣行警告', '镇静电击', '罔背罚惩', '追袭']	['马德拉向敌人投射一道雷电长矛。', '马德拉快速挥动双手击飞敌人，并进行连续攻击。', '马德拉让电流覆盖手臂，向前方释放充满电流的爪击。', '马德拉爆发大量电流，随后用带有电流的手臂连续重击地面。', '马德拉以极快的速度向瞬移到敌人身侧，突击敌人。']	
30302804	Mb1MaidmasterMd010002UI	特异型机械体·马德拉	168000	60000	90000	18000	4	混沌	CHAOS		1			[90023]			['雷笞', '劣行警告', '镇静电击', '罔背罚惩', '追袭']	['马德拉向敌人投射一道雷电长矛。', '马德拉快速挥动双手击飞敌人，并进行连续攻击。', '马德拉让电流覆盖手臂，向前方释放充满电流的爪击。', '马德拉爆发大量电流，随后用带有电流的手臂连续重击地面。', '马德拉以极快的速度向瞬移到敌人身侧，突击敌人。']	
30302805	Mb1MaidmasterMd010002UI	特异型机械体·马德拉	336000	120000	180000	36000	5	地狱	HELL		1			[90023]			['烧夷战术', '雷笞', '劣行警告', '镇静电击', '罔背罚惩', '追袭']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '马德拉向敌人投射一道雷电长矛。', '马德拉快速挥动双手击飞敌人，并进行连续攻击。', '马德拉让电流覆盖手臂，向前方释放充满电流的爪击。', '马德拉爆发大量电流，随后用带有电流的手臂连续重击地面。', '马德拉以极快的速度向瞬移到敌人身侧，突击敌人。']	
30302901	Mb1StarknightMd010001UI	光辉行进者	21000	7500	11250	2250	1	实验	TEST	True	1			[90030]			['散轰重锤', '超力升龙', '灼光冲击', '霸王破', '交叉拳', '炮击行军']	['光辉行进者朝前方释放扇形的炮击，随后跃起用右手重击地面造成范围伤害', '光辉行进者冲向敌人发动近距离炮击，借助后坐力高高跃起后用拳头重击地面造成范围伤害', '光辉行进者借助炮击跃起后连续发动两次炮击并猛力吹响地面，制造大范围冲击波攻击地人', '光辉行进者略微蓄力后向前跃起并用右手砸击地面', '光辉行进者向前方敌人快速使出肘击、上勾拳二连击', '光辉行进者边发动炮击压制远距离敌人，边接近敌人']	
30302902	Mb1StarknightMd010001UI	光辉行进者	42000	15000	22500	4500	2	精英	ELITES	True	1			[90030]			['散轰重锤', '超力升龙', '灼光冲击', '霸王破', '交叉拳', '炮击行军']	['光辉行进者朝前方释放扇形的炮击，随后跃起用右手重击地面造成范围伤害', '光辉行进者冲向敌人发动近距离炮击，借助后坐力高高跃起后用拳头重击地面造成范围伤害', '光辉行进者借助炮击跃起后连续发动两次炮击并猛力吹响地面，制造大范围冲击波攻击地人', '光辉行进者略微蓄力后向前跃起并用右手砸击地面', '光辉行进者向前方敌人快速使出肘击、上勾拳二连击', '光辉行进者边发动炮击压制远距离敌人，边接近敌人']	
30302903	Mb1StarknightMd010001UI	光辉行进者	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90030]			['散轰重锤', '超力升龙', '灼光冲击', '霸王破', '交叉拳', '炮击行军']	['光辉行进者朝前方释放扇形的炮击，随后跃起用右手重击地面造成范围伤害', '光辉行进者冲向敌人发动近距离炮击，借助后坐力高高跃起后用拳头重击地面造成范围伤害', '光辉行进者借助炮击跃起后连续发动两次炮击并猛力吹响地面，制造大范围冲击波攻击地人', '光辉行进者略微蓄力后向前跃起并用右手砸击地面', '光辉行进者向前方敌人快速使出肘击、上勾拳二连击', '光辉行进者边发动炮击压制远距离敌人，边接近敌人']	
30302904	Mb1StarknightMd010001UI	光辉行进者	168000	60000	90000	18000	4	混沌	CHAOS		1			[90030]			['散轰重锤', '超力升龙', '灼光冲击', '霸王破', '交叉拳', '炮击行军']	['光辉行进者朝前方释放扇形的炮击，随后跃起用右手重击地面造成范围伤害', '光辉行进者冲向敌人发动近距离炮击，借助后坐力高高跃起后用拳头重击地面造成范围伤害', '光辉行进者借助炮击跃起后连续发动两次炮击并猛力吹响地面，制造大范围冲击波攻击地人', '光辉行进者略微蓄力后向前跃起并用右手砸击地面', '光辉行进者向前方敌人快速使出肘击、上勾拳二连击', '光辉行进者边发动炮击压制远距离敌人，边接近敌人']	
30302905	Mb1StarknightMd010001UI	光辉行进者	336000	120000	180000	36000	5	地狱	HELL		1			[90030]			['烧夷战术', '散轰重锤', '超力升龙', '灼光冲击', '霸王破', '交叉拳', '炮击行军']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '光辉行进者朝前方释放扇形的炮击，随后跃起用右手重击地面造成范围伤害', '光辉行进者冲向敌人发动近距离炮击，借助后坐力高高跃起后用拳头重击地面造成范围伤害', '光辉行进者借助炮击跃起后连续发动两次炮击并猛力吹响地面，制造大范围冲击波攻击地人', '光辉行进者略微蓄力后向前跃起并用右手砸击地面', '光辉行进者向前方敌人快速使出肘击、上勾拳二连击', '光辉行进者边发动炮击压制远距离敌人，边接近敌人']	
30303001	Mb1LilithMd010001UI	莉莉丝	21000	7500	11250	2250	1	实验	TEST	True	1			[90025]			['月轮伞舞', '纸牌魔术', '移形换位']	['莉莉丝抛出伞攻击敌人，并用伞环绕周身一圈，攻击周围的敌人', '莉莉丝朝前方掷出多张纸牌', '莉莉丝挥动伞向敌人发出从下往上的挑击，随后向后飞跃远离敌人']	
30303002	Mb1LilithMd010001UI	莉莉丝	42000	15000	22500	4500	2	精英	ELITES	True	1			[90025]			['月轮伞舞', '纸牌魔术', '移形换位']	['莉莉丝抛出伞攻击敌人，并用伞环绕周身一圈，攻击周围的敌人', '莉莉丝朝前方掷出多张纸牌', '莉莉丝挥动伞向敌人发出从下往上的挑击，随后向后飞跃远离敌人']	
30303003	Mb1LilithMd010001UI	莉莉丝	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90025]			['月轮伞舞', '纸牌魔术', '移形换位']	['莉莉丝抛出伞攻击敌人，并用伞环绕周身一圈，攻击周围的敌人', '莉莉丝朝前方掷出多张纸牌', '莉莉丝挥动伞向敌人发出从下往上的挑击，随后向后飞跃远离敌人']	
30303004	Mb1LilithMd010001UI	莉莉丝	168000	60000	90000	18000	4	混沌	CHAOS		1			[90025]			['月轮伞舞', '纸牌魔术', '移形换位']	['莉莉丝抛出伞攻击敌人，并用伞环绕周身一圈，攻击周围的敌人', '莉莉丝朝前方掷出多张纸牌', '莉莉丝挥动伞向敌人发出从下往上的挑击，随后向后飞跃远离敌人']	
30303005	Mb1LilithMd010001UI	莉莉丝	336000	120000	180000	36000	5	地狱	HELL		1			[90025]			['烧夷战术', '月轮伞舞', '纸牌魔术', '移形换位']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '莉莉丝抛出伞攻击敌人，并用伞环绕周身一圈，攻击周围的敌人', '莉莉丝朝前方掷出多张纸牌', '莉莉丝挥动伞向敌人发出从下往上的挑击，随后向后飞跃远离敌人']	
30303101	Mb1BruceloongMd010001UI	茯神	21000	7500	11250	2250	1	实验	TEST	True	1			[90021]			['凌云落', '刃切', '龙吟', '碎心横踢', '大地重踏', '瞬击三式']	['茯神向前方跃起用脚猛击地面，造成范围伤害', '茯神凝聚自身力量后向前方敌人打出刃型拳风', '茯神将自身力量汇聚向口中，压缩成能量光柱喷射向锁定的敌人，此攻击会持续追踪一段时间', '茯神用腿扫向敌人，随后轻跃用强劲的扫腿对前方敌人造成范围伤害', '茯神将左腿凝聚的力量全部轰向地面，击退周围的敌人', '茯神向敌人快速使出上勾拳、扫腿、前踢三连击']	
30303102	Mb1BruceloongMd010001UI	茯神	42000	15000	22500	4500	2	精英	ELITES	True	1			[90021]			['凌云落', '刃切', '龙吟', '碎心横踢', '大地重踏', '瞬击三式']	['茯神向前方跃起用脚猛击地面，造成范围伤害', '茯神凝聚自身力量后向前方敌人打出刃型拳风', '茯神将自身力量汇聚向口中，压缩成能量光柱喷射向锁定的敌人，此攻击会持续追踪一段时间', '茯神用腿扫向敌人，随后轻跃用强劲的扫腿对前方敌人造成范围伤害', '茯神将左腿凝聚的力量全部轰向地面，击退周围的敌人', '茯神向敌人快速使出上勾拳、扫腿、前踢三连击']	
30303103	Mb1BruceloongMd010001UI	茯神	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90021]			['凌云落', '刃切', '龙吟', '碎心横踢', '大地重踏', '瞬击三式']	['茯神向前方跃起用脚猛击地面，造成范围伤害', '茯神凝聚自身力量后向前方敌人打出刃型拳风', '茯神将自身力量汇聚向口中，压缩成能量光柱喷射向锁定的敌人，此攻击会持续追踪一段时间', '茯神用腿扫向敌人，随后轻跃用强劲的扫腿对前方敌人造成范围伤害', '茯神将左腿凝聚的力量全部轰向地面，击退周围的敌人', '茯神向敌人快速使出上勾拳、扫腿、前踢三连击']	
30303104	Mb1BruceloongMd010001UI	茯神	168000	60000	90000	18000	4	混沌	CHAOS		1			[90021]			['凌云落', '刃切', '龙吟', '碎心横踢', '大地重踏', '瞬击三式']	['茯神向前方跃起用脚猛击地面，造成范围伤害', '茯神凝聚自身力量后向前方敌人打出刃型拳风', '茯神将自身力量汇聚向口中，压缩成能量光柱喷射向锁定的敌人，此攻击会持续追踪一段时间', '茯神用腿扫向敌人，随后轻跃用强劲的扫腿对前方敌人造成范围伤害', '茯神将左腿凝聚的力量全部轰向地面，击退周围的敌人', '茯神向敌人快速使出上勾拳、扫腿、前踢三连击']	
30303105	Mb1BruceloongMd010001UI	茯神	336000	120000	180000	36000	5	地狱	HELL		1			[90021]			['烧夷战术', '凌云落', '刃切', '龙吟', '碎心横踢', '大地重踏', '瞬击三式']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '茯神向前方跃起用脚猛击地面，造成范围伤害', '茯神凝聚自身力量后向前方敌人打出刃型拳风', '茯神将自身力量汇聚向口中，压缩成能量光柱喷射向锁定的敌人，此攻击会持续追踪一段时间', '茯神用腿扫向敌人，随后轻跃用强劲的扫腿对前方敌人造成范围伤害', '茯神将左腿凝聚的力量全部轰向地面，击退周围的敌人', '茯神向敌人快速使出上勾拳、扫腿、前踢三连击']	
30303201	Mb1EmperorMd010001UI	国王	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90023]			['投掷演算', '噬星曳弹', '断空回锋', '灾祸制动', '破空斩', '强制格式化']	['国王精密运算，向天空投掷长矛，使其在空中分裂并在短暂延迟后落地，对圆形范围内的敌人造成伤害。', '国王向目标发射3发能量弹，随后向目标发出蓄力上斩', '国王在原地展开旋转斩击后，使用巨斧砸向敌人。', '国王使用长矛击退目标，随后高高跃起，使用巨斧重砸地面。', '国王提升躯体出力，加速前进并以斩破空气之势连续使出三记挥砍，第三记挥砍会撕裂空气斩向目标。', '国王将武器合并成更加巨大的双手握持模式，在挥舞驱散范围内敌人后高高跃起并使出强力劈砍。']	
30303202	Mb1EmperorMd010001UI	国王	168000	60000	90000	18000	4	混沌	CHAOS		1			[90023]			['投掷演算', '噬星曳弹', '断空回锋', '灾祸制动', '破空斩', '强制格式化']	['国王精密运算，向天空投掷长矛，使其在空中分裂并在短暂延迟后落地，对圆形范围内的敌人造成伤害。', '国王向目标发射3发能量弹，随后向目标发出蓄力上斩', '国王在原地展开旋转斩击后，使用巨斧砸向敌人。', '国王使用长矛击退目标，随后高高跃起，使用巨斧重砸地面。', '国王提升躯体出力，加速前进并以斩破空气之势连续使出三记挥砍，第三记挥砍会撕裂空气斩向目标。', '国王将武器合并成更加巨大的双手握持模式，在挥舞驱散范围内敌人后高高跃起并使出强力劈砍。']	
30303203	Mb1EmperorMd010001UI	国王	336000	120000	180000	36000	5	地狱	HELL		1			[90023]			['烧夷战术', '投掷演算', '噬星曳弹', '断空回锋', '灾祸制动', '破空斩', '强制格式化']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '国王精密运算，向天空投掷长矛，使其在空中分裂并在短暂延迟后落地，对圆形范围内的敌人造成伤害。', '国王向目标发射3发能量弹，随后向目标发出蓄力上斩', '国王在原地展开旋转斩击后，使用巨斧砸向敌人。', '国王使用长矛击退目标，随后高高跃起，使用巨斧重砸地面。', '国王提升躯体出力，加速前进并以斩破空气之势连续使出三记挥砍，第三记挥砍会撕裂空气斩向目标。', '国王将武器合并成更加巨大的双手握持模式，在挥舞驱散范围内敌人后高高跃起并使出强力劈砍。']	
30303204	Mb1GeneralMd010001UI	巴拉德	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90022]			['疾速猛击', '破风骤袭', '狂暴冲锋', '凌空重拳', '怒火积蓄', '冷血追袭', '杀意急行']	['巴拉德向目标连续发出3次猛力拳击。', '巴拉德向目标连续发出3次踢腿攻击。', '巴拉德蓄力冲向玩家，将玩家击打至空中后砸向地面造成伤害。', '巴拉德用拳头将浮空敌人砸向地面，引发冲击波使周围敌人受到伤害。', '巴拉德不断逼近玩家，使用蓄力重拳攻击玩家并造成伤害', '巴拉德移动到敌人身后，用连续拳击给予敌人多次伤害，并打出强力踢击。', '巴拉德膝盖撞击敌人，快速移动后在敌人身后打出一发强劲的拳击。']	
30303205	Mb1GeneralMd010001UI	巴拉德	168000	60000	90000	18000	4	混沌	CHAOS		1			[90022]			['疾速猛击', '破风骤袭', '狂暴冲锋', '凌空重拳', '怒火积蓄', '冷血追袭', '杀意急行']	['巴拉德向目标连续发出3次猛力拳击。', '巴拉德向目标连续发出3次踢腿攻击。', '巴拉德蓄力冲向玩家，将玩家击打至空中后砸向地面造成伤害。', '巴拉德用拳头将浮空敌人砸向地面，引发冲击波使周围敌人受到伤害。', '巴拉德不断逼近玩家，使用蓄力重拳攻击玩家并造成伤害', '巴拉德移动到敌人身后，用连续拳击给予敌人多次伤害，并打出强力踢击。', '巴拉德膝盖撞击敌人，快速移动后在敌人身后打出一发强劲的拳击。']	
30303206	Mb1GeneralMd010001UI	巴拉德	336000	120000	180000	36000	5	地狱	HELL		1			[90022]			['烧夷战术', '疾速猛击', '破风骤袭', '狂暴冲锋', '凌空重拳', '怒火积蓄', '冷血追袭', '杀意急行']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '巴拉德向目标连续发出3次猛力拳击。', '巴拉德向目标连续发出3次踢腿攻击。', '巴拉德蓄力冲向玩家，将玩家击打至空中后砸向地面造成伤害。', '巴拉德用拳头将浮空敌人砸向地面，引发冲击波使周围敌人受到伤害。', '巴拉德不断逼近玩家，使用蓄力重拳攻击玩家并造成伤害', '巴拉德移动到敌人身后，用连续拳击给予敌人多次伤害，并打出强力踢击。', '巴拉德膝盖撞击敌人，快速移动后在敌人身后打出一发强劲的拳击。']	
30303207	Mb1LamiyaMd010001UI	拉弥亚	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303208	Mb1LamiyaMd010001UI	拉弥亚	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303209	Mb1LamiyaMd010001UI	拉弥亚	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303210	Mb1StarknightMd010001UI	光辉行进者	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303211	Mb1StarknightMd010001UI	光辉行进者	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303212	Mb1StarknightMd010001UI	光辉行进者	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303213	Mb1KeeleyMd010001UI	柯蕾多尔	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303214	Mb1KeeleyMd010001UI	柯蕾多尔	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303215	Mb1KeeleyMd010001UI	柯蕾多尔	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303225	Mb1TitanMd010001UI	斯凯奇	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90021]			['猛进横斩', '腾跃爆轰', '熔断排炮', '震天撼地', '急袭裂崩']	['斯凯奇借助冲击钻爆破地面跃起，挥动钻头横扫攻击敌人', '斯凯奇借助冲击钻爆破地面跃向敌人身后，发射强威力的炮击', '斯凯奇先用重炮吸入地面熔岩，然后向前方发动炮击，使周围敌人受到巨大伤害', '斯凯奇重踏地面产生冲击波，使前方敌人受到伤害', '斯凯奇向敌人发起突击，随后使用重炮轰击地面']	
30303226	Mb1TitanMd010001UI	斯凯奇	168000	60000	90000	18000	4	混沌	CHAOS		1			[90021]			['猛进横斩', '腾跃爆轰', '熔断排炮', '震天撼地', '急袭裂崩']	['斯凯奇借助冲击钻爆破地面跃起，挥动钻头横扫攻击敌人', '斯凯奇借助冲击钻爆破地面跃向敌人身后，发射强威力的炮击', '斯凯奇先用重炮吸入地面熔岩，然后向前方发动炮击，使周围敌人受到巨大伤害', '斯凯奇重踏地面产生冲击波，使前方敌人受到伤害', '斯凯奇向敌人发起突击，随后使用重炮轰击地面']	
30303227	Mb1TitanMd010001UI	斯凯奇	336000	120000	180000	36000	5	地狱	HELL		1			[90021]			['烧夷战术', '猛进横斩', '腾跃爆轰', '熔断排炮', '震天撼地', '急袭裂崩']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '斯凯奇借助冲击钻爆破地面跃起，挥动钻头横扫攻击敌人', '斯凯奇借助冲击钻爆破地面跃向敌人身后，发射强威力的炮击', '斯凯奇先用重炮吸入地面熔岩，然后向前方发动炮击，使周围敌人受到巨大伤害', '斯凯奇重踏地面产生冲击波，使前方敌人受到伤害', '斯凯奇向敌人发起突击，随后使用重炮轰击地面']	
30303228	Mb1TifaMd010001UI	苦刑之女·幻妄	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303229	Mb1TifaMd010001UI	苦刑之女·幻妄	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303230	Mb1TifaMd010001UI	苦刑之女·幻妄	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303231	Mb1TifaMd010001UI	苦刑之女·幻妄	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303232	Mb1TifaMd010001UI	苦刑之女·幻妄	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303233	Mb1TifaMd010001UI	苦刑之女·幻妄	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303234	Mb1ScorpionMd010001UI	修特罗尔	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90022]			['淆乱旋涡', '锐芒逐猎', '刺刃挥捷', '三重坠击', '侧棱疾闪', '地陷扑袭', '猩尾绞钩', '氤毒裂爆', '针棘扫荡']	['修特罗尔先高速旋转身体用尾巴横扫周边，然后使用尾巴带着一道螺旋气劲戳向敌人。', '修特罗尔扑向敌人并发动一次X字攻击。', '修特罗尔短暂蓄力后，迅速对敌人发动切割攻击。', '修特罗尔昂起头颅砸下引发冲击波，随后撩起前颚挑飞敌人，并跃向空中卷起身体狠厉砸向敌人。', '修特罗尔摆动身体跃向一侧，带动尾巴拍击敌人。', '修特罗尔将尾巴刺入地下，在前方爆发出多道血色能量，随后扑杀敌人。', '修特罗尔将血色能量聚集到尾部，随后跃起使用尾巴重击敌人。', '修特罗尔高高跃起然后将尾巴刺入地下，同时张开巨口吸入能量，并在3秒后引发大范围爆炸。', '修特罗尔抬起尾巴向敌人发射毒针，然后使用尾部喷涌的激光进行扫射。']	
30303235	Mb1ScorpionMd010001UI	修特罗尔	168000	60000	90000	18000	4	混沌	CHAOS		1			[90022]			['淆乱旋涡', '锐芒逐猎', '刺刃挥捷', '三重坠击', '侧棱疾闪', '地陷扑袭', '猩尾绞钩', '氤毒裂爆', '针棘扫荡']	['修特罗尔先高速旋转身体用尾巴横扫周边，然后使用尾巴带着一道螺旋气劲戳向敌人。', '修特罗尔扑向敌人并发动一次X字攻击。', '修特罗尔短暂蓄力后，迅速对敌人发动切割攻击。', '修特罗尔昂起头颅砸下引发冲击波，随后撩起前颚挑飞敌人，并跃向空中卷起身体狠厉砸向敌人。', '修特罗尔摆动身体跃向一侧，带动尾巴拍击敌人。', '修特罗尔将尾巴刺入地下，在前方爆发出多道血色能量，随后扑杀敌人。', '修特罗尔将血色能量聚集到尾部，随后跃起使用尾巴重击敌人。', '修特罗尔高高跃起然后将尾巴刺入地下，同时张开巨口吸入能量，并在3秒后引发大范围爆炸。', '修特罗尔抬起尾巴向敌人发射毒针，然后使用尾部喷涌的激光进行扫射。']	
30303236	Mb1ScorpionMd010001UI	修特罗尔	336000	120000	180000	36000	5	地狱	HELL		1			[90022]			['烧夷战术', '淆乱旋涡', '锐芒逐猎', '刺刃挥捷', '三重坠击', '侧棱疾闪', '地陷扑袭', '猩尾绞钩', '氤毒裂爆', '针棘扫荡']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '修特罗尔先高速旋转身体用尾巴横扫周边，然后使用尾巴带着一道螺旋气劲戳向敌人。', '修特罗尔扑向敌人并发动一次X字攻击。', '修特罗尔短暂蓄力后，迅速对敌人发动切割攻击。', '修特罗尔昂起头颅砸下引发冲击波，随后撩起前颚挑飞敌人，并跃向空中卷起身体狠厉砸向敌人。', '修特罗尔摆动身体跃向一侧，带动尾巴拍击敌人。', '修特罗尔将尾巴刺入地下，在前方爆发出多道血色能量，随后扑杀敌人。', '修特罗尔将血色能量聚集到尾部，随后跃起使用尾巴重击敌人。', '修特罗尔高高跃起然后将尾巴刺入地下，同时张开巨口吸入能量，并在3秒后引发大范围爆炸。', '修特罗尔抬起尾巴向敌人发射毒针，然后使用尾部喷涌的激光进行扫射。']	
30303237	Mb1KeeleyMd010001UI	柯蕾多尔	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90024]			['盛大开幕', '纷乱萦击', '绛影流袭', '蜃潮燎照', '疾音盛澜', '蝶舞咏叹', '挥斩蹂践', '腾跃崩坠', '弦张推锋', '回鸣音弹', '震颤寰声']	['柯蕾多尔汇聚力量，随后产生震爆，将周围敌人震飞。（可打断）', '柯蕾多尔通过竖琴快速传送，连续地追击敌人。', '柯蕾多尔连续传送到空中，向敌人发动突袭。', '柯蕾多尔透过竖琴发射激光，持续照射锁定的敌人。', '柯蕾多尔拨动琴弦，向前方连续发射多道音浪攻击。', '柯蕾多尔弹奏竖琴，化生出蝴蝶，随后释放音浪震开周围敌人。', '柯蕾多尔利用竖琴横扫敌人，然后在空中借力，再次向敌人发出强力的踢击。', '柯蕾多尔挥动竖琴击退敌人，随后飞至空中，使用竖琴坠落攻击。', '柯蕾多尔推动竖琴，向前冲撞击退敌人。', '柯蕾多尔脚踢竖琴，向前方射出音弹。', '柯蕾多尔拨动琴弦，向前方敌人发出巨大的音浪攻击。']	
30303238	Mb1KeeleyMd010001UI	柯蕾多尔	168000	60000	90000	18000	4	混沌	CHAOS		1			[90024]			['盛大开幕', '纷乱萦击', '绛影流袭', '蜃潮燎照', '疾音盛澜', '蝶舞咏叹', '挥斩蹂践', '腾跃崩坠', '弦张推锋', '回鸣音弹', '震颤寰声']	['柯蕾多尔汇聚力量，随后产生震爆，将周围敌人震飞。（可打断）', '柯蕾多尔通过竖琴快速传送，连续地追击敌人。', '柯蕾多尔连续传送到空中，向敌人发动突袭。', '柯蕾多尔透过竖琴发射激光，持续照射锁定的敌人。', '柯蕾多尔拨动琴弦，向前方连续发射多道音浪攻击。', '柯蕾多尔弹奏竖琴，化生出蝴蝶，随后释放音浪震开周围敌人。', '柯蕾多尔利用竖琴横扫敌人，然后在空中借力，再次向敌人发出强力的踢击。', '柯蕾多尔挥动竖琴击退敌人，随后飞至空中，使用竖琴坠落攻击。', '柯蕾多尔推动竖琴，向前冲撞击退敌人。', '柯蕾多尔脚踢竖琴，向前方射出音弹。', '柯蕾多尔拨动琴弦，向前方敌人发出巨大的音浪攻击。']	
30303239	Mb1KeeleyMd010001UI	柯蕾多尔	336000	120000	180000	36000	5	地狱	HELL		1			[90024]			['烧夷战术', '盛大开幕', '纷乱萦击', '绛影流袭', '蜃潮燎照', '疾音盛澜', '蝶舞咏叹', '挥斩蹂践', '腾跃崩坠', '弦张推锋', '回鸣音弹', '震颤寰声']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '柯蕾多尔汇聚力量，随后产生震爆，将周围敌人震飞。（可打断）', '柯蕾多尔通过竖琴快速传送，连续地追击敌人。', '柯蕾多尔连续传送到空中，向敌人发动突袭。', '柯蕾多尔透过竖琴发射激光，持续照射锁定的敌人。', '柯蕾多尔拨动琴弦，向前方连续发射多道音浪攻击。', '柯蕾多尔弹奏竖琴，化生出蝴蝶，随后释放音浪震开周围敌人。', '柯蕾多尔利用竖琴横扫敌人，然后在空中借力，再次向敌人发出强力的踢击。', '柯蕾多尔挥动竖琴击退敌人，随后飞至空中，使用竖琴坠落攻击。', '柯蕾多尔推动竖琴，向前冲撞击退敌人。', '柯蕾多尔脚踢竖琴，向前方射出音弹。', '柯蕾多尔拨动琴弦，向前方敌人发出巨大的音浪攻击。']	
30303240	Mb1MelodyhuaxugaiMd010001UI	华胥·乱	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
