Key	Text
AbilityCurrentSufficientTips	<color=#0e70bd>{0}(已有最高战力：{1})</color>
AbilityCurrentInSufficientTips	<color=#e84c4c>{0}(已有最高战力：{1})</color>
TrialForPro	前段进度{0}/{1}
TrialBackEndPro	后段进度{0}/{1}
TrialName	意识营救战
TrialLevelFinish	解锁意识{0}/{1}
NoticeTag1	活动
NoticeTag2	补给
NoticeTag3	重要
NoticeTypeTitle1	活动公告
NoticeTypeTitle2	游戏公告
ShopAutoRefresh	<size=26><color=#626c78>自动刷新：</color></size>
PrequelUnTrigger	未完成触发条件
DrawResetTimeShort	{0}
TrialNoFinishTips	请先通过阿斯麦
NoActivities	当前没有活动公告
NoInGameNotice	当前没有公告
ItemCanConvert	溢出
DrawCardResetTime	<size=28><color=#AFAFAFFF>距离重置还有:</color></size>{0}
ArenaActivityStatusWrong	当前状态无法执行此操作
EmailExpireTime	剩余时间：{0}
EmailForever	剩余时间：永久
ArenaActivityStatusChange	竞技场状态已经改变
Rank1Color	<color=#ff3f3f>{0}</color>
Rank2Color	<color=#0e70bd>{0}</color>
Rank3Color	<color=#30aa17>{0}</color>
RankOtherColor	<color=#636363>{0}</color>
RankOtherColor2	<color=#ffffff>{0}</color>
FriendApplySuccess	您已经向对方发送好友申请
FrienRefreshSuccess	好友刷新成功
FriendAgree	已同意好友请求
FriendRefuse	已拒绝好友请求
FriendThrowSuccess	群体投掷成功
AutoFightStageMainType	主线剧情
AutoFightStagePrequelType	间章挑战
DormTemplateTargetFinished	暂无需要改装的家具
DormMaxPutFurnitureCountHit	超过最大家具摆放数量
DormAllDesc	全选
FurnitureDontRemakeTip	由于分配的点数小于原家具点数，以下家具不会被重制：
FurnitureRemakeNone	暂无需要重制的家具
DormFurnitureRecycelNull	尚未选择家具
DormDraftRecycelComfirm	确认回收选中的家具（或图纸）吗？
DormDraftRecycelGreaterAComfirm	回收道具中包含<color=#0E70BD>A级或以上的家具</color>，确认回收选中的家具吗？
DormRecycleConfirmTitle	家具回收
DormFurnitureRecycelComfirm	确认回收选中的家具？
DormFurnitureRecycelUsingComfirm	有家具正在使用，确认继续回收？
DormFurnitureRecycelUsingTip	无法回收使用中的家具
DormFurnitureNotSuit	无套装属性
DormCharacterLevel	阶段{0}
DormCharacterHpLeft	<color=#0E70BD><size=40>{0}</size></color>/{1}
DormCharacterHpSpeed	每小时恢复{0}点体力
DormCharacterMoodSpeed	每小时恢复{0}点心情
DormFurnitureEffectDescNull	无特殊效果
DormFurnitureSelectNull	尚未选择
DormFurnitureSelectSuitNull	尚未选择套装
DormFurnitureScoreDesc	<size=24>{0}</size>{1}
DormSelectAllCount	全部选择<size=38><color=#0E70BD>{0}</color></size>
DormSelectCount	已筛选<size=38><color=#0E70BD>{0}</color></size>
DormPerson	人员
DormWork	执勤
DormLove	超爱
DormLike	喜好
DormTotalScore	总评分
DormTask	任务
DormDes	说明
DormReName	改名
DormMyFriend	我的好友
DormMember	舰队成员
DormStranger	未知访客
DormWorking	执勤中
DormWorked	完成执勤
DormPunk	朋克
DormDesSecond	宿舍舒适度由：美观、舒适、实用组成，不同的伙伴喜欢的属性各不相同。\n进入仓库可查看构造体/授格者/侵蚀体/人类喜欢的属性。舒适度可提升构造体的体力恢复速度（ps.伙伴喜欢的属性高的话，还可以恢复心情值）。\n初始解锁一间宿舍，可使用家具币不断解锁其他宿舍。每个宿舍最多放置3个伙伴。\n\n家具可通过商店购买（ps.商店内的家具属性固定）/建造/改装获取。\n建造仅可建造“基础套”家具，但可以自定义家具属性。\n改装可以通过消耗图纸，更改家具的样子（还会出现特殊效果）。\n\n心情值很高的伙伴会定期赠送指挥官礼物，不断提高伙伴的心情值吧！
DormDesWork	通过消耗伙伴体力进行执勤，可获取家具币。\n每次执勤会消耗伙伴几乎全部的体力。\n体力与可获取家具币的比例成固定值。\n执勤的座次数量可通过解锁宿舍房间提升。\n每日凌晨5:00的执勤座次。
DormReNameSuccess	改名成功
ExploreChapterName	{0}章记录
ExploreNotOpenError	请先通关前面章节
DormOnline	在线
DormOffline	离线
DormNoCount	没有宿舍
DormBagFurnitureCount	<size=26><color=#000000FF>拥有的家具   </color></size><size=52><color={0}>{1}</color>/<color=#0f70bc>{2}</color></size>
DormBagEmneyCount	<size=26><color=#000000FF>拥有的侵蚀体   </color></size><size=52><color=#0f70bc>{0}</color></size>/{1}
DormBagCharacterCount	<size=26><color=#000000FF>拥有的泛用机体   </color></size><size=52><color=#0f70bc>{0}</color></size>/{1}
DormBagHumanrCount	<size=26><color=#000000FF>拥有的人类   </color></size><size=52><color=#0f70bc>{0}</color></size>/{1}
DormBagInfestorCount	<size=26><color=#000000FF>拥有的独域机体   </color></size><size=52><color=#0f70bc>{0}</color></size>/{1}
DormBagNiErCount	<size=26><color=#000000FF>拥有的联动   </color></size><size=52><color=#0f70bc>{0}</color></size>/{1}
DormBagDraftCount	<size=26><color=#000000FF>拥有的图纸   </color></size><size=52><color=#0f70bc>{0}</color></size>
DormNotBuyDrawing	暂无图纸可购买
DormSelectHint	已选 <size=34><color=#{0}>{1}</color></size>
DormHight	<color=#{0}>{1}(高)</color>
DormFondleCount	抚摸次数  <color=#34AFF8FF><size=66>{0}</size></color>/{1}
DormFondleRecovey	{0}恢复中
DormMiddle	<color=#{0}>{1}(中)</color>
DormHightDescription	<color=#0f70bcff>超爱</color>
DormMiddleDescription	<color=#0f70bcff>喜爱</color>
DormObtainLevelSRecovery	本次回收中包含<color=#D2B53C><size=80>S</size></color>级家具\n是否回收
DormObtainLevelSReset	本次重制中包含<color=#D2B53C><size=80>S</size></color>级家具\n是否重新建造
DormObtainLevelSRefit	本次选择家具中包含<color=#D2B53C><size=80>S</size></color>级家具\n是否重新改造
DormObtainRecovery	可获得家具币
DormObtainReset	需要补充家具币
DormBuildEnoughDesc	请投入<color=#0E70BD>3-10</color>枚家具币
DormBuildNoEnoughDesc	请投入<color=#C6403A>3-10</color>枚家具币
DormResetEnoughDesc	分配<color=#0E70BDFF>3-10</color>点点数，重置属性分布
DormResetNoEnoughDesc	分配<color=#C6403AFF>3-10</color>点点数，重置属性分布
DormRefitEnoughCount	<color=#000000CC>x{0}</color>
DormRefitNoEnoughCount	<color=#C6403A>x{0}</color>
DormBuildEnoughCount	<color=#000000FF>{0}</color>
DormBuildNoEnoughCount	<color=#C6403A>{0}</color>
DormBuildEnoughCountWhite	<color=#FFFFFFFF>{0}</color>
DormBuildMinCount	已经是最小值
DormBuildNotChangeCount	制造需求中包含多个地板、墙或天花板家具。\n确定要批量制造吗？
DormBuildNotCount	请选择建造数量
DormBuildCountDesc	数量
DormBuildMaxCount	家具批量制造总数每次最多{0}个
DormTemplateTitle	公示图
DormTemplateTitlePrecnt	目标达成<color=#0E70BD>{0}%</color>
DormTemplateTarget	设定目标
DormTemplateCountEnough	<color=#0E70BD>{0}</color><color=#767676>/{1}</color>
DormTemplateCountNotEnough	<color=#C6403A>{0}</color><color=#767676>/{1}</color>
DormRefitCountEnough	<color=#0E70BD>{0}</color><color=#000000>/{1}</color>
DormRefitCountNotEnough	<color=#C6403A>{0}</color><color=#000000>/{1}</color>
DormTemplateSelectTip	已经绑定当前选择宿舍
DormTemplateSelectHaveTip1	是否要解除<color=#C6403A>{0}</color>宿舍的绑定，并且将模板与此宿舍绑定
DormTemplateSelectHaveTip2	是否要解除当前宿舍以及<color=#C6403A>{0}</color>宿舍的绑定，并且将模板与此宿舍绑定
DormTemplateSelectCancelTip	是否取消当前绑定
DormTemplateSelectSuccess	绑定成功
DormTemplateUnSelectSuccess	解除绑定成功
DormTemplateSelectNoneTip	请选择绑定宿舍
DormTemplateSaveSuccess	模板保存成功
DormTemplateSaveTip	是否要覆盖当前记录
DormTemplateSaveTipName	请输入收藏模板名字
DormTemplateSaveNoneTip	请选择任意记录进行保存
DormTemplateEncondeNoneID	请输导入的分享的ID
DormTemplateEncondeTip	导入将覆盖当前场景，是否继续导入
DormTemplateShareTip	已将编码复制进入粘贴板，今日剩余分享次数：{0}
DormTemplateShareCuptrue	已成功保存于手机相册
DormTemplateOneKeyTip	是否要将<color=#C6403A>{0}</color>中家具全部卸下，替换为模板中家具（仅替换当前拥有家具）
DormTemplateOneKeySuccesss	替换成功
DormTemplateOneKeyNone	暂无家具可以替换
DormTemplateNoneTip	是否保存到模板
DormExceptionItemConvert	无效家具图纸已按照1:15转换成家具币
DormPutTemplateTitle	一键摆放模板
DormPutTemplateContent	一键替换模板装扮后，您将丢失当前的宿舍装扮，是否将当前的装扮保存至收藏模板里?
DormPutTemplateNegativeTxt	不、直接替换
DormPutTemplatePositiveTxt	保存模板
DormSaveDressUp	保存装扮
DormSaveDirectly	直接保存
DormQuickBuild	快捷制作
DormNoFurnitureOnPut	检测到场景中有未拥有的家具，若直接保存装扮，将不保存未拥有的家具，是否前往快速制造?
DormSetTemplateTxt	成功将【{0}】的装修目标设成【{1}】
DormChangeTemplateTxt	要从【{0}】切换到【{1}】吗
DormQuestAutoAccept	一 键\n派 遣
DormQuestAutoQuestTeamPosNotEnough	暂无空闲的队伍位置
DormQuestAutoQuestCanNotAcceptQuest	暂无空闲成员或可接取委托
DormEventAutoHasNotDormEvent	没有事件可以处理了
DormEventAutoRewardCountFormatStr	数量：{0}
BaseEquipNeedLevel	指挥官等级需达到{0}级
BaseEquipType1	进攻专属
BaseEquipType2	装甲专属
BaseEquipType3	辅助专属
ExploreBuffUnlock	通关{0}解锁
ExploreBuffUnlockSeparate	、
ExploreRewardError	奖励已领取
ExploreRewardTitle	奖励详情
ExploreExplain	完成章节所有的关卡后，可解锁章节奖励，并解锁下一章节。\n\n每个章节成员的体力有限，注意成员的使用。\n\n成员的体力进入新章节后重置。
FurnitureChooseFurniture	请选择一个家具
FurnitureChooseDraft	请选择一个图纸
FurnitureNotMatchDraft	该图纸不能改装当前选中的家具
FurniturePlaceNotCorrect	请先摆放好家具
FurnitureOutOfLimit	不能放置家具，该类型的家具已经达到上限
FurniturePetOutOfLimit	不能摆放家具，携带宠物家具已经达到上限
FurnitureChooseAType	请选择一个家具类型
FurnitureAllTypeText	全部家具
FurnitureContainNonBasic	待改装家具包含非基础家具
FurnitureOrDrawingNotEnough	改装家具或图纸不足
FurnitureContainNonBasicTip	所选家具包含 非基础家具 ，是否继续改装？
FurnitureOverMaxCount	超过最大选择数量
FurnitureAtLeastSelectOne	请至少选择一个家具
ExploreBannerProgress	最新章节：
ExploreBannerProgressEnd	全部完成
DormWorkTips	选择执勤位不得超过最大数量
DormWorkCount	执勤位 <size=66><color=#0f70bc>{0}</color></size>/{1}
DormActiveTips	是否花费{0}个{1}激活该宿舍（宿舍币商店购买）
FurnitureInvestment	至少投入<color={0}> {1} </color>家具币，最多投入<color={2}> {3} </color>家具币
DormActiveSuccessTips	宿舍激活成功
DormVisitStrangeEmptyTips	没有访客
DormVisitFriendEmptyTips	暂无好友
FurnitureSelectAType	请先选择一个家具类型
DormRewardText	奖励已领取
FurnitureSaveSuccess	家具保存成功
FunitureCannotCompound	选中的图纸不能合成家具
FurnitureTips	提示
FurnitureIsSave	是否要保存修改？
DormFurnitureCreateDetailTips	当前仓库家具过多，制造功能受到限制，请先回收部分家具
DormFurnitureCreateLimitTips	家具总数将超出限制（{0}/{1}）
DormWorkNoRewardTips	无可收取奖励
ExhibitionNotObtainCharacter	尚未获取该成员
ExhibitionUnknownCharacter	暂无该成员信息
ExhibitionExplain	收集到的成员会点亮对应的成员头像。\n提升了成员战力、等级后，可以解锁成员专属奖励。
DormFullPersonTips	超过宿舍最大数量
DormVisitorFirend	是否添加{0}为好友
BossOnlineProcess	拾荒者剩余：{0}
BossOnlineKillCount	击杀构造体：{0}
BossOnlineConsumeTips	拾荒者已消耗完毕，结算时将失去【拾荒者奖励】选择权，是否继续。
BossOnlineNotUnlock	请完成上一难度关卡
BossOnlineConsumeFinish	拾荒者已消耗完毕
BossOnlineInvade1	应露娜小姐之命
BossOnlineInvade2	加百列
BossOnlineInvade3	于此恭候多时！
BossOnlineInvade4	很抱歉
BossOnlineInvade5	你们必须在这里停下脚步了
ActivityBranchCurLevelDes	{0} - {1}级
ActivityBranchLevelDes	{0} - {1}级
ActivityBranchFightLeftTime	活动剩余时间：
ActivityBranchShopLeftTime	兑换时间剩余：
ActivityBranchChallengeBeginTime	挑战开启时间：{0}
PayAcceptTips	充值已受理，请耐心等待
PaySuccess	充值成功
PayFail	充值失败
ActivityMainLineEnd	活动已结束
ActivityBranchFightEnd	战斗时间已结束
FurnitureCleanRoom	是否全部收起？
FurnitureRevertRoom	是否重置修改
DormReNameTips	名字中不能有空格
ActivityAlreadyOver	活动已结束
ActivityAlreadyClose	活动已关闭
DormPersonTxt	人员
DormRemouldTxt	装扮宿舍
DormMenTxt	菜 单
ActivityBossSingleProcess	进度：{0}/{1}
ActivityBossSinglePreStage	通关前置关卡{0}
DormVisitNameStyle	{0}<size=28>（{1}）</size>
DormFieldGuildeCountText	<size=52><color=#0f70bc>{0}</color></size>/{1}
DormWorkRefreshTime	每日<size=66><color=#0f70bc>{0}</color></size>刷新
DormWorkVitNotEn	执勤体力不足
DormWorkPosUnLockTips	请开启新宿舍
FurntiureBuildCreateCH	制造
FurntiureBuildCreateEN	基础家具
FurnitureBuildRefitCH	改装
FurnitureBuildRefitEN	家具改造
FurnitureBuildResetCN	重制
FurnitureBuildResetEN	重制家具
FurnitureRefitScore	评分   <size=26><color=#000000CC>{0}</color></size>
ActivityBranchNotOpen	活动未开启
ActivityBranchOver	活动已结束
ActivityBossSingleNotOpen	活动未开启
ActivityBossSingleOver	活动已结束
ActivityRepeatChallengeOver	活动已结束
ActivityBossOnlineOver	活动期间：每天中午11:00-14:00,晚上20:00-23:00开启
BossOnlineOver	Boss已刷新
FurnitureWholeText	全部
FurnitureAddType	添加类型
FurnitureAddItem	选择家具
MaxRecommendFight	需有角色战力高于
AvgRecommendFight	需角色战力均高于
RecommendFight	推荐战力
CancelText	取消
DormWorkStart	开始执勤
DormFurnitureName	{0} <size=28>{1}·{2}</size>
EquipResonanceAwakeExplainTitle	超频共振说明
EquipResonanceAwakeExplain	1.意识进行超频共振的条件-\n  ·需要为6★意识\n  ·意识需要满突破满级\n  ·意识需要已经进行共鸣\n2.超频共振加成属性的规则-\n  ·只对共鸣绑定角色生效\n  ·加成属性固定不随机\n  ·加成属性永久生效，更换共鸣不影响已获得的加成属性
EquipStrengthenBtnTxt1	强化
EquipStrengthenBtnTxt2	提升等级
EquipBreakthroughBtnTxt1	突破
EquipBreakthroughBtnTxt2	等级上限
PusrchaseBuyTips	将使用<color=#2275FF>{0}元</color>购买【{1}】，是否确定
PurchaseYK	月卡
PurchaseErrorCantMultiplyWithDiscount	购买失败，批量购买不可以和打折券同时使用
ReportFinish	已举报该玩家
ReportError	{0}秒后才能再次举报
PurchaseYKExChangeTab	兑换
PurchaseYKShopTab	黑卡商店
ReportSelectTypeError	请完善举报信息
ReportTemplate	该玩家在【{0}】中疑似作弊。
RecommendFriendError	刷新操作过于频繁，请稍后再试
SetAppearanceSuccess	保存成功
PurchaseAddHide	*****
PurchaseRestTypeDay	每日限购{0}/{1}
PurchaseRestTypeWeek	每周限购{0}/{1}
PurchaseRestTypeMonth	每月限购{0}/{1}
PurchaseRestTypeInterval	每隔{0}天限购{1}/{2}
PurchaseFirstPayTips	首次购买另赠{0}{1}
PurchaseYKDes	月卡购买后，持续30日，每日5:00，可领取100黑卡。\n月卡最多购买2张，时间叠加，每天只能领取一次100黑卡奖励。\n购买后可立即获取300黑卡。
SaveShowSetting	是否保存展示设置修改？
ArenaHighDesc	{0}<size=32><color=#000000FF>（本期历史最高）</color></size>
IsNotFriend	未成为好友
PurchaseBuySuccessTips	购买成功
BagNoOverFragment	暂无溢出的碎片
DormWorkNoPerson	未选择角色
DormVisitBtn	随机访问
FavorabilityMaxLevel	信赖等级已经达到最高
DormReNameErrorText	宿舍名称不能留空
DormWorkNoPerson1	无可执勤人员
PurchaseLiSellOut	礼包已售罄
PurchaseSetOffTime	{0}后下架
PurchaseSetOnTime	{0}后上架
PurchaseBuyNotSet	还没有上架
PurchaseYKBuyLimt	月卡限购：{0}/{1}
PurchaseYKSurplusDay	剩余天数：{0}天
PurchaseYKGetTips	立即获得<color=#ff8338><size=30>{0}</size></color>{1}
PurchaseYKDayGet	连续{0}天每天可获得<color=#59f5ff>{1}</color>{2}
FavorabilityMaxGiftNum	已经达到最大值
PurchaseYKBuyText1	<color=#ffea00>{0}</color>{1}          购买
PurchaseYKBuyText2	点击续购
PurchaseYKBuyText3	不可续购
PurchaseGiftValitimeTips1	礼包即将过期
PurchaseGiftValitimeTips2	多个礼包即将过期
BossSingleCannotReward	尚未达到可领取积分
PurchaseNotBuy	无法进行购买
BossSingleRepeartDesc	重复挑战boss仅刷新最高讨伐值\n讨伐值不会累计
BossSingleScoreDesc	在<size=30><color=#BA2A2A>{0}</color></size>难度获得<size=30><color=#BA2A2A>{1}</color></size>讨伐值时\n所有前置关卡的讨伐值\n将自动变更为满分
BossSingleAutoFightDesc1	无记录保存
