Id	Cvs	CvContent
102151	[102151, 202151, 302151, 402151]	['红莲已然盛放。', '红莲已然盛放。', '红莲已然盛放。', '红莲已然盛放。']
102152	[102152, 202152, 302152, 402152]	['剑中的火焰，会烧尽一切障碍。', '剑中的火焰，会烧尽一切障碍。', '剑中的火焰，会烧尽一切障碍。', '剑中的火焰，会烧尽一切障碍。']
102153	[102153, 202153, 302153, 402153]	['我不会手软的。', '我不会手软的。', '我不会手软的。', '我不会手软的。']
102154	[102154, 202154, 302154, 402154]	['让燃烧的红莲，了结一切！', '让燃烧的红莲，了结一切！', '让燃烧的红莲，了结一切！', '让燃烧的红莲，了结一切！']
102155	[102155, 202155, 302155, 402155]	['呃…不要紧！', '呃…不要紧！', '呃…不要紧！', '呃…不要紧！']
102156	[102156, 202156, 302156, 402156]	['有点糟糕……', '有点糟糕……', '有点糟糕……', '有点糟糕……']
102157	[102157, 202157, 302157, 402157]	['我们……还会再见的。', '我们……还会再见的。', '我们……还会再见的。', '我们……还会再见的。']
102158	[102158, 202158, 302158, 402158]	['敌人在哪里？', '敌人在哪里？', '敌人在哪里？', '敌人在哪里？']
102159	[102159, 202159, 302159, 402159]	['露西亚，出击！', '露西亚，出击！', '露西亚，出击！', '露西亚，出击！']
102160	[102160, 202160, 302160, 402160]	['红莲已然盛放。', '红莲已然盛放。', '红莲已然盛放。', '红莲已然盛放。']
102161	[102161, 202161, 302161, 402161]	['红莲已然盛放。', '红莲已然盛放。', '红莲已然盛放。', '红莲已然盛放。']
102162	[102162, 202162, 302162, 402162]	['剑中的火焰，会烧尽一切障碍。', '剑中的火焰，会烧尽一切障碍。', '剑中的火焰，会烧尽一切障碍。', '剑中的火焰，会烧尽一切障碍。']
102163	[102163, 202163, 302163, 402163]	['我不会手软的。', '我不会手软的。', '我不会手软的。', '我不会手软的。']
102164	[102164, 202164, 302164, 402164]	['让燃烧的红莲，了结一切！', '让燃烧的红莲，了结一切！', '让燃烧的红莲，了结一切！', '让燃烧的红莲，了结一切！']
102165	[102165, 202165, 302165, 402165]	['呃…不要紧！', '呃…不要紧！', '呃…不要紧！', '呃…不要紧！']
102166	[102166, 202166, 302166, 402166]	['有点糟糕……', '有点糟糕……', '有点糟糕……', '有点糟糕……']
102167	[102167, 202167, 302167, 402167]	['我们……还会再见的。', '我们……还会再见的。', '我们……还会再见的。', '我们……还会再见的。']
102168	[102168, 202168, 302168, 402168]	['敌人在哪里？', '敌人在哪里？', '敌人在哪里？', '敌人在哪里？']
102169	[102169, 202169, 302169, 402169]	['露西亚，出击！', '露西亚，出击！', '露西亚，出击！', '露西亚，出击！']
102170	[102170, 202170, 302170, 402170]	['战斗结束，下一场战斗是什么？', '战斗结束，下一场战斗是什么？', '战斗结束，下一场战斗是什么？', '战斗结束，下一场战斗是什么？']
102171	[102171, 202171, 302171, 402171]	['以神怒之刃名，将黑夜切裂！', '以神怒之刃名，将黑夜切裂！', '以神怒之刃名，将黑夜切裂！', '以神怒之刃名，将黑夜切裂！']
102172	[102172, 202172, 302172, 402172]	['剑雨之舞，纷繁散落！', '剑雨之舞，纷繁散落！', '剑雨之舞，纷繁散落！', '剑雨之舞，纷繁散落！']
102173	[102173, 202173, 302173, 402173]	['战斗？这不算我们唯一的存在意义吗？', '战斗？这不算我们唯一的存在意义吗？', '战斗？这不算我们唯一的存在意义吗？', '战斗？这不算我们唯一的存在意义吗？']
102137	[102137, 202137, 302137, 402137]	['已确认，战斗力提升。', '已确认，战斗力提升。', '已确认，战斗力提升。', '已确认，战斗力提升。']
102138	[102138, 202138, 302138, 402138]	['这样，就能更好的执行任务了……', '这样，就能更好的执行任务了……', '这样，就能更好的执行任务了……', '这样，就能更好的执行任务了……']
102139	[102139, 202139, 302139, 402139]	['获得了这份力量，遇见任何敌人都能打倒吧。', '获得了这份力量，遇见任何敌人都能打倒吧。', '获得了这份力量，遇见任何敌人都能打倒吧。', '获得了这份力量，遇见任何敌人都能打倒吧。']
102140	[102140, 202140, 302140, 402140]	['一定会在战场上发挥作用的，谢谢你，指挥官。', '一定会在战场上发挥作用的，谢谢你，指挥官。', '一定会在战场上发挥作用的，谢谢你，指挥官。', '一定会在战场上发挥作用的，谢谢你，指挥官。']
102141	[102141, 202141, 302141, 402141]	['我会好好活用这个装备的。', '我会好好活用这个装备的。', '我会好好活用这个装备的。', '我会好好活用这个装备的。']
1021001	[1021001, 2021001, 3021001, 4021001]	['强制连接成功——从现在开始， 你会一直在我的视线之中。', '强制连接成功——从现在开始， 你会一直在我的视线之中。', '强制连接成功——从现在开始， 你会一直在我的视线之中。', '强制连接成功——从现在开始， 你会一直在我的视线之中。']
1021002	[1021002, 2021002, 3021002, 4021002]	['不错的感觉，继续。', '不错的感觉，继续。', '不错的感觉，继续。', '不错的感觉，继续。']
1021003	[1021003, 2021003, 3021003, 4021003]	['你在不断地强化我，要当心了。', '你在不断地强化我，要当心了。', '你在不断地强化我，要当心了。', '你在不断地强化我，要当心了。']
1021004	[1021004, 2021004, 3021004, 4021004]	['你在渴求更多的力量，人类…… 终归是这样。', '你在渴求更多的力量，人类…… 终归是这样。', '你在渴求更多的力量，人类…… 终归是这样。', '你在渴求更多的力量，人类…… 终归是这样。']
1021005	[1021005, 2021005, 3021005, 4021005]	['这一招还可以更强。', '这一招还可以更强。', '这一招还可以更强。', '这一招还可以更强。']
1021006	[1021006, 2021006, 3021006, 4021006]	['使用哪一把都无所谓。', '使用哪一把都无所谓。', '使用哪一把都无所谓。', '使用哪一把都无所谓。']
1021007	[1021007, 2021007, 3021007, 4021007]	['……那么，就借给你我的力量。', '……那么，就借给你我的力量。', '……那么，就借给你我的力量。', '……那么，就借给你我的力量。']
1021008	[1021008, 2021008, 3021008, 4021008]	['接下来，让你的构造体们好好看着。', '接下来，让你的构造体们好好看着。', '接下来，让你的构造体们好好看着。', '接下来，让你的构造体们好好看着。']
1021009	[1021009, 2021009, 3021009, 4021009]	['你……在对我期待些什么？', '你……在对我期待些什么？', '你……在对我期待些什么？', '你……在对我期待些什么？']
1021010	[1021010, 2021010, 3021010, 4021010]	['频繁地接触我， 会增加你被感染的几率，想好了吗？', '频繁地接触我， 会增加你被感染的几率，想好了吗？', '频繁地接触我， 会增加你被感染的几率，想好了吗？', '频繁地接触我， 会增加你被感染的几率，想好了吗？']
1021011	[1021011, 2021011, 3021011, 4021011]	['好好表现——这是我给你的忠告。', '好好表现——这是我给你的忠告。', '好好表现——这是我给你的忠告。', '好好表现——这是我给你的忠告。']
1021012	[1021012, 2021012, 3021012, 4021012]	['这是希望我到时候手下留情吗？', '这是希望我到时候手下留情吗？', '这是希望我到时候手下留情吗？', '这是希望我到时候手下留情吗？']
1021013	[1021013, 2021013, 3021013, 4021013]	['这种东西，我已经不会用上了。', '这种东西，我已经不会用上了。', '这种东西，我已经不会用上了。', '这种东西，我已经不会用上了。']
1021014	[1021014, 2021014, 3021014, 4021014]	['……好吧。', '……好吧。', '……好吧。', '……好吧。']
1021015	[1021015, 2021015, 3021015, 4021015]	['我接触过的东西都会怎样， 你应该知道吧。', '我接触过的东西都会怎样， 你应该知道吧。', '我接触过的东西都会怎样， 你应该知道吧。', '我接触过的东西都会怎样， 你应该知道吧。']
1021016	[1021016, 2021016, 3021016, 4021016]	['虽然没什么意义，不过我收下了。', '虽然没什么意义，不过我收下了。', '虽然没什么意义，不过我收下了。', '虽然没什么意义，不过我收下了。']
1021017	[1021017, 2021017, 3021017, 4021017]	['所以，你认为我会喜欢它……', '所以，你认为我会喜欢它……', '所以，你认为我会喜欢它……', '所以，你认为我会喜欢它……']
1021018	[1021018, 2021018, 3021018, 4021018]	['你似乎有些危险的想法。', '你似乎有些危险的想法。', '你似乎有些危险的想法。', '你似乎有些危险的想法。']
1021019	[1021019, 2021019, 3021019, 4021019]	['比起拯救地球来说，你现在的想法确实更有意义一些。', '比起拯救地球来说，你现在的想法确实更有意义一些。', '比起拯救地球来说，你现在的想法确实更有意义一些。', '比起拯救地球来说，你现在的想法确实更有意义一些。']
1021020	[1021020, 2021020, 3021020, 4021020]	['你终于知道应该更关心哪个露西亚了。', '你终于知道应该更关心哪个露西亚了。', '你终于知道应该更关心哪个露西亚了。', '你终于知道应该更关心哪个露西亚了。']
1021021	[1021021, 2021021, 3021021, 4021021]	['下次只需要跟我讲讲关于你的事情 就行了。', '下次只需要跟我讲讲关于你的事情 就行了。', '下次只需要跟我讲讲关于你的事情 就行了。', '下次只需要跟我讲讲关于你的事情 就行了。']
1021022	[1021022, 2021022, 3021022, 4021022]	['比起她……和那些构造体， 我认为你只需要跟我配合就够了。', '比起她……和那些构造体， 我认为你只需要跟我配合就够了。', '比起她……和那些构造体， 我认为你只需要跟我配合就够了。', '比起她……和那些构造体， 我认为你只需要跟我配合就够了。']
