Id	ConditionId	BornMagic	EnemyBornMagic	PartnerBornMagic	Description
32031			[780251]		敌人增加33%进攻欲望，造成伤害时，有20%概率造成33%额外伤害
32032			[780252]		敌人增加66%进攻欲望，造成伤害时，有40%概率造成33%额外伤害
32033			[780253]		敌人增加100%进攻欲望，造成伤害时，有60%概率造成33%额外伤害
32041			[780261]		敌人死亡前会产生一段爆炸对周围单位造成自身攻击力45%的物理伤害
32042			[780261]		敌人死亡前会产生一段爆炸对周围单位造成自身攻击力45%的物理伤害
32043			[780261]		敌人死亡前会产生一段爆炸对周围单位造成自身攻击力60%的物理伤害
32061			[780281]		敌人自带最大生命值15%的护盾，护盾吸收等量伤害后破裂
32062			[780282]		敌人自带最大生命值25%的护盾，护盾吸收等量伤害后破裂
32063			[780283]		敌人自带最大生命值35%的护盾，护盾吸收等量伤害后破裂
32071			[780291]		敌人对自身周围目标，每秒造成自身攻击1%的物理伤害
32072			[780292]		敌人对自身周围目标，每秒造成自身攻击2%的物理伤害
32073			[780293]		敌人对自身周围目标，每秒造成自身攻击3%的物理伤害
32081			[780301]		敌人受到来自4米半径外的伤害时，额外伤害减免提升 30%
32082			[780301]		敌人受到来自4米半径外的伤害时，额外伤害减免提升 45%
32083			[780301]		敌人受到来自4米半径外的伤害时，额外伤害减免提升 60%
32091			[780311]		敌人以自身为中心，使范围内的其他敌人额外伤害加成提升20%
32092			[780311]		
32093			[780311]		
32101			[780321]		敌人自身周围同伴数量低于3时，每少一个同伴额外伤害加成提升10%，最高30%
32111			[780331]		敌人自身周围每个同伴将会使敌人自身额外伤害加成提升5%，最多3层
32112			[780332]		敌人自身周围每个同伴将会使敌人自身额外伤害加成提升10%，最多3层
32113			[780333]		敌人自身周围每个同伴将会使敌人自身额外伤害加成提升15%，最多3层
32121			[780341]		敌人每命中玩家一次，削弱玩家 3%防御，持续10秒，最多叠加10层
32122			[780341]		
32123			[780341]		
32131			[780351]		敌人每次受击时10%概率在伤害来源处落雷（CD5秒），落雷伤害为自身攻击 20%的雷属性伤害。
32132			[780351]		
32133			[780351]		
32141			[780361]		敌人被打倒起身时，产生一个波动把身边单位击飞，CD18秒
32142			[780362]		敌人被打倒起身时，产生一个波动把身边单位击飞，CD14秒
32143			[780363]		敌人被打倒起身时，产生一个波动把身边单位击飞，CD10秒
32151			[780371]		敌人攻击时会在目标身上埋下炸弹，炸弹在一段时间后爆炸，爆炸伤害为自身攻击 45%的物理伤害
32152			[780371]		
32153			[780371]		
32161			[780381]		敌人处于隐身状态，受到伤害会现身3秒，主动造成伤害后会现身5秒。
32162			[780381]		
32163			[780381]		
33001			[780391]		敌人每隔10秒可以使用一次闪现接近目标
33002			[780391]		敌人每隔10秒可以使用一次闪现接近目标
33003			[780391]		敌人每隔10秒可以使用一次闪现接近目标
33021			[780391]		敌人死亡时分裂成两个同类型单位
33031			[780411]		敌人每隔16秒会把玩家拉到身边
33032			[780412]		敌人每隔12秒会把玩家拉到身边
33033			[780413]		敌人每隔8秒会把玩家拉到身边
33061			[780451]		每次攻击有30%概率附加 10%冰属性伤害、并冻结目标，持续1秒。
33062			[780452]		每次攻击有60%概率附加 10%冰属性伤害、并冻结目标，持续1秒。
33063			[780453]		每次攻击有100%概率附加 10%冰属性伤害、并冻结目标，持续1秒。
33091		[780577]			冰能量命中时每秒造成500点冰属性伤害
33101			[780630]		造成伤害时，使目标受到的治疗量减少50%，持续3秒
33102			[780631]		造成伤害时，使目标受到的治疗量减少60%，持续4秒
33103			[780632]		造成伤害时，使目标受到的治疗量减少70%，持续5秒
33111			[780670]		造成伤害时，每秒对目标造成1%的物理伤害，并引发其它伤害型词缀的效果，持续3秒
33112			[780671]		造成伤害时，每秒对目标造成1%的物理伤害，并引发其它伤害型词缀的效果，持续4秒
33113			[780672]		造成伤害时，每秒对目标造成1%的物理伤害，并引发其它伤害型词缀的效果，持续5秒
33121			[780690]		生成能量护盾，对攻击能量盾的目标造成5%的物理伤害，持续3秒，冷却时间16秒
33122			[780691]		生成能量护盾，对攻击能量盾的目标造成7%的物理伤害，持续3秒，冷却时间16秒
33123			[780692]		生成能量护盾，对攻击能量盾的目标造成10%的物理伤害，持续3秒，冷却时间16秒
33131		[772096]			玩家的屏幕中央为圆点，60%的视野被轻薄的烟雾遮挡，该视野持续2秒。
33132		[772097]			玩家的屏幕中央为圆点，60%的视野被轻薄的烟雾遮挡，该视野持续4秒。
33133		[772098]			玩家的屏幕中央为圆点，60%的视野被轻薄的烟雾遮挡，该视野持续6秒。
33141			[770094]		触发地雷后，玩家屏幕中央为圆点，60%的视野被轻薄的烟雾遮挡，该视野遮挡持续2秒。
33142			[770095]		触发地雷后，玩家屏幕中央为圆点，60%的视野被轻薄的烟雾遮挡，该视野遮挡持续4秒。
33143			[770096]		触发地雷后，玩家屏幕中央为圆点，60%的视野被轻薄的烟雾遮挡，该视野遮挡持续6秒。
33151			[772095]		触发地雷后，生成燃烧地面，在燃烧地面区域上存在超过1.5s，即会被判定为被点燃，被点燃的角色模型周身泛起橙色光芒，受到2秒的灼烧伤害，每秒受到一次释放者攻击20%的伤害，该伤害该不会打断动作。
33161			[770083]		在怪物周边生成3个npc（该npc的所有属性读取原怪物属性的10%），生成的npc不会攻击，不会移动，但在这三个npc全部被消灭前，BOSS所受到的伤害削减80%。
33162			[770084]		在怪物周边生成3个npc（该npc的所有属性读取原怪物属性的20%），生成的npc不会攻击，不会移动，但在这三个npc全部被消灭前，BOSS所受到的伤害削减80%。
33163			[770085]		在怪物周边生成3个npc（该npc的所有属性读取原怪物属性的30%），生成的npc不会攻击，不会移动，但在这三个npc全部被消灭前，BOSS所受到的伤害削减80%。
33171			[770076]		该受击效果累计至5层时，玩家额外受到1s的眩晕效果。在一次眩晕完成后，隔8秒后再次启动受击记录。
33172			[770079]		该受击效果累计至3层时，玩家额外受到1s的眩晕效果。在一次眩晕完成后，隔8秒后再次启动受击记录。
33181			[770566]		玩家攻击怪物会增强冰元素伤害45%，持续8秒，冷却时间8秒。
33191					三期巴别塔环境词缀
33201			[773085]		造成伤害时，对目标有15%几率造成5s“侵蚀”，不可叠加，同一单位8s冷却
33211		[772094]			敌人的数量增加
33221		[772101]			敌人每次攻击有10%概率附加10%雷伤害，并“感电”目标
33222		[772101]			敌人每次攻击有15%概率附加15%雷伤害，并“感电”目标
33223		[772101]			敌人每次攻击有20%概率附加20%雷伤害，并“感电”目标
33231			[772093]		敌人每损失20%的血量，增加15%的攻击力
33241		[772100]			敌人每次攻击有10%概率附加10%暗伤害，并使目标眩晕1秒
33242		[772100]			敌人每次攻击有15%概率附加15%暗伤害，并使目标眩晕1秒
33243		[772100]			敌人每次攻击有20%概率附加20%暗伤害，并使目标眩晕1秒
33251		[772099]			敌人每次攻击有10%概率附加10%冰伤害，并使目标冻结1秒
33252		[772099]			敌人每次攻击有15%概率附加15%冰伤害，并使目标冻结1秒
33253		[772099]			敌人每次攻击有20%概率附加20%冰伤害，并使目标冻结1秒
33321			[770108]		怪物受到同类型伤害达到一定量后，会大幅提高该类型伤害的抗性，抗性同一时间只会存在一种
33341		[772102]			幽灵机兵的数量增加
33351		[772103]			场地小怪会复活
33361		[772104]			十字架召唤仿生蝾螈的时长缩短到15秒
33391			[772123]		怪物每隔20秒会释放战吼将玩家击退（可被僵直体系技能打断）
33401		[772132]			每隔20秒，在角色脚下生成圆形重力牵引区，在区域内会被牵引向区域中心，且每0.5秒削减50闪避条。
33411			[772135]		元素攻击会给敌人/角色附着相应元素标记（持续x秒），头顶会有标记；当怪物/角色被附着两种元素标记时会造成高额伤害，并清除标记
33441			[772166]		白毛会更加频繁的下场，且露娜5血时的环抱机制没有破除，则白毛会留场
33461			[772160]		场地中株的数量达到3只时，所有怪物将附带黑洞效果；6只时，将附带辐射；8只时，将附带护盾
33471			[772167]		蝴蝶boss的翅膀部位被破坏后1分钟，将重新恢复
33491			[772182]		怪物免伤护盾效果提升
33541			[770160]		塞壬处于红潮中缓慢恢复生命
33551			[770161]		拥有印记的眷属获得额外能力
33611			[771791]		每产生1次极端天气就会强化最后阶段的闪电风暴
33621			[771792]		驱散天气后罗塞塔只会削减激活元素的抗性
33671		[771801]			被寄生期间无法切换角色
33681		[740798]	[740798]		灰熊小队血量不再自动恢复
33691		[740799]	[740799]		第二只鲨士碧儿将紧随第一只后出现
33741		[770726]			敌人会在同伴死亡前分流一半生命将其复活并立刻融合（1次）
33751		[770728]			1名敌人完全死亡后同伴增加伤害、抗性、护盾各30%
33801		[770625]			平台崩毁时间缩短至30秒
33802		[770664]			平台崩毁时间缩短至25秒
33803		[770665]			平台崩毁时间缩短至20秒
33811		[770648]			角色将从崩毁的平台坠亡
33821			[770663]		碎片造成伤害后治疗马基雅维利
33831		[770666]			镜像与碎片免疫超算
33841		[740999]			临时占位  后续补充
33851		[740999]			临时占位  后续补充
33861		[740999]			临时占位  后续补充
33871		[740999]			临时占位  后续补充
34941			[764376]		一阶段怪物变硬
34951		[764375]			充能进度降低
34961		[764374]			2阶段有怪
34001		[772480]			战斗适应
34002		[772481]			守护者
34003		[772482]			机关师
34004		[772490]			守护
34005		[772491]			突破
34006		[772492]			协力
34007		[771191]			一级熔岩塔标记
34008		[771192]			二级熔岩塔标记
34009		[771193]			三级熔岩塔标记
34010		[771194]			一级贤者塔标记
34011		[771195]			二级贤者塔标记
34012		[771196]			三级贤者塔标记
34013		[771197]			一级暗质塔标记
34014		[771198]			二级暗质塔标记
34015		[771199]			三级暗质塔标记
34016		[772493]			一级雷塔标记
34017		[772494]			二级雷塔标记
34018		[772495]			三级雷塔标记
34019		[772496]			一级冰塔标记
34020		[772497]			二级冰塔标记
34021		[772498]			三级冰塔标记
34022		[772421]			守护增伤1
34023		[772422]			守护增伤2
34024		[772423]			守护增伤3
34025		[772425]			守护生命1
34026		[772426]			守护生命2
34027		[772427]			守护生命3
34028		[772462]			攻击光环1
34029		[772463]			攻击光环2
34030		[772464]			攻击光环3
34031		[772472]			防御光环1
34032		[772473]			防御光环2
34033		[772474]			防御光环3
34034		[772429]			守护虹吸1
34035		[772430]			守护虹吸2
34036		[772431]			守护虹吸3
34037		[772436]			守护点燃1
34038		[772437]			守护点燃2
34039		[772438]			守护点燃3
34040		[772450]			守护冻结1
34041		[772451]			守护冻结2
34042		[772452]			守护冻结3
34043		[772413]	[772413]		全域加速
34044		[772414]	[772414]		全域掉血
34045		[772416]	[772416]		全域加伤
34046		[772417]	[772417]		全域加抗
34047		[772418]	[772418]		全域减速
34048		[772419]	[772419]		全域落雷
34049		[771150]	[771150]		物抗-25%
34050		[771151]	[771151]		火抗-25%
34051		[771152]	[771152]		雷抗-25%
34052		[771153]	[771153]		冰抗-25%
34053		[771154]	[771154]		暗抗-25%
35011		[740961]			不可闪避挂载
35021			[740962]		召人挂载
35031			[740963]		叠层挂载
35041			[740964]		2阶段挂载
35051		[740979]			充能速度提升
35061			[740941]		不同断肢
35071			[740950]		不同属性抗性提升
35081			[740951]		降低血量上限
35091			[740973]		诛魔
35101			[740974]		斩仙
35111			[740975]		杀神
35121		[740976]			日天挂载
35131		[740977]			光辉强化1
35141		[740978]			光辉强化2
35151					月面强化1
35161					月面强化2
35171		[740980]			闪避值回复率提升
35181		[740996]			受到攻击后无敌5秒
35191		[740982]			闪袭后每秒回复血量
35201		[740983]			处决抵抗率+10%
35202		[740984]			处决抵抗率+20%
35203		[740985]			处决抵抗率+30%
35204			[777126]		感染体被消灭后自爆
35205		[777130]			额外增加一个干扰boss攻击玩家
35206			[777127]		boss获得辐射和灼烧
35207		[777129]	[777128]		不受超算空间影响
35208		[777131]			使用独域处决后，立刻获得两组信号球
35209		[777132]			触发闪袭后10秒内增加角色攻击力
35210		[777134]			使用独域处决后，恢复最大生命值15%的血量.
35211			[777146]		嗜血效果
35212			[782653]		暗抗-20%
35213			[782654]		3.6巴别塔-异种护盾词缀
35214			[782656]		3.6巴别塔-怪物削血量上限词缀
35215			[782658]		3.6巴别塔-怪物削能量词缀
40000		[761138]			额外伤害加成提升8%
40001		[761139]			额外伤害加成提升16%
40002		[761140]			额外伤害加成提升24%
40003		[761141]			额外伤害加成提升32%
40004		[761142]			额外伤害加成提升40%
40005		[761143]			额外伤害加成提升48%
40006		[761144]			额外伤害加成提升56%
40007		[761145]			额外伤害加成提升64%
40008		[761146]			额外伤害加成提升72%
40009		[761147, 761188]			额外伤害加成提升80%，初始能量增加50点
40010		[761148, 761188]			额外伤害加成提升88%，初始能量增加50点
40011		[761149, 761188]			额外伤害加成提升96%，初始能量增加50点
40012		[761150, 761188]			额外伤害加成提升104%，初始能量增加50点
40013		[761151, 761188]			额外伤害加成提升112%，初始能量增加50点
