Id	BankId	HelperId	Type	Chat	ChatReply	PreChatId	Weight	Question	RightAnswer	Answers	RightReply	WrongReply	HelperIcon	HelperName
11031102		1031	1	在正式演出之前，先排练片刻吧。		11031101							Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031101	10311	1031	2				3000	你知道我在空中花园曾经属于哪个小队吗？	1	{1: '考古远征队', 2: '支援部队', 3: '灰鸦小队'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>考古远征队</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031102	10311	1031	2				3000	你知道幻奏机体的必杀技有什么特殊效果吗？	3	{1: '灼烧敌人', 2: '提升自身移动速度', 3: '时停'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>时停</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031103	10311	1031	2				3000	你知道幻奏机体擅长使用什么武器吗？	1	{1: '笛剑', 2: '长笛', 3: '提琴剑'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>笛剑</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031201	10312	1031	2				3000	幻奏机体适合应对什么属性的敌人？	1	{1: '暗属性', 2: '雷属性', 3: '冰属性'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>暗属性</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031202	10312	1031	2				3000	幻奏机体的组装是受到谁的推动才得以重启的？	1	{1: '艾拉', 2: '科学理事会', 3: '艺术协会'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>艾拉</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031203	10312	1031	2				3000	你还记得我对歌剧的憧憬来源于谁的影响吗？	3	{1: '艾拉', 2: '艾伦', 3: '你的父亲'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>我的父亲</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031301	10313	1031	2				3000	我第一次接触的九龙民俗乐器是什么呢？	2	{1: '古筝', 2: '唢呐', 3: '二胡'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>唢呐</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031302	10313	1031	2				3000	幻奏的故事主要来源于什么？	1	{1: '岚音无意间放出的鲸歌信号', 2: '艺术协会的记录', 3: '艾拉的回忆'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>岚音无意间放出的鲸歌信号</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
21031303	10313	1031	2				3000	幻奏的设计理念来源于谁呢？	3	{1: '艾拉', 2: '赛琳娜', 3: '艾拉和赛琳娜'}	漂亮的协奏，指挥。	不……正确的音符是<color=#3291DB>艾拉和赛琳娜</color>，再来排练一遍吧，指挥。	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
31031101		1031	3	排演完毕。让我们一起登上第一乐章的舞台吧，指挥。	感谢								Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
41031101		1031	4	出现了些许的不协调音……看来，正式的开演还需推迟片刻。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
11032101		1032	1	灰鸦的指挥官……想要21号的支援吗？									Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
11032102		1032	1	按照规则……需要回答问题，才能解锁支援权限。		11031101							Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
11032103		1032	1	那么，指挥官，来回答21号的问题吧。		11031102							Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032101	10321	1032	2				3000	小家伙是我的什么？	1	{1: '同伴', 2: '武器', 3: '玩具'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>同伴</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032102	10321	1032	2				3000	小家伙在对敌方造成伤害时会有什么特殊效果？	1	{1: '禁疗', 2: '眩晕', 3: '减防'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>禁疗</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032103	10321	1032	2				3000	我释放必杀技时，必杀评分最高能达到多少？	2	{1: 'SS', 2: 'S', 3: 'SSS'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>S</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032201	10322	1032	2				3000	我们初次相遇是在哪里呢，指挥官？	2	{1: '迷境小镇', 2: '空中花园', 3: '黑野基地'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>空中花园</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032202	10322	1032	2				3000	我的启动日是谁赋予的？	3	{1: '黑野', 2: '薇拉', 3: '我'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>指挥官</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032203	10322	1032	2				3000	指挥官，你看我笑得怎么样？	1	{1: '“很好看”', 2: '有点诡异', 3: '像雏菊'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>“很好看”</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032301	10323	1032	2				3000	我们首次面对的强敌是谁？	2	{1: '罗兰', 2: '巫毒', 3: '露娜'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>巫毒</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032302	10323	1032	2				3000	周边的人喜欢称呼我为什么？	3	{1: '二八', 2: '四六', 3: '三七'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>三七</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
21032303	10323	1032	2				3000	我平时比较喜欢做什么？	2	{1: '仰望星空', 2: '刷视频', 3: '睡觉'}	正解……Good Job——刚才，小家伙这么说了。	遗憾……回答错误。21号，是不会把<color=#3291DB>刷视频</color>是正确答案这件事，告诉指挥官的。	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
31032101		1032	3	数据更新，权限解锁，一起去‘干翻’它们吧，指挥官。	感谢								Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
41032101		1032	4	数据更新，权限解锁失败，按照规定，21号需要退场。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	21号
11033101		1033	1	接收到支援请求。									Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
11033102		1033	1	判断，需要进行进阶评估。		11033101							Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
11033103		1033	1	评估内容——同步率测试。		11033102							Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
11033104		1033	1	因此，向指挥官提出同步率测试邀请。		11033103							Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033101	10331	1033	2				3000	什么武器是我比较钟意的？	2	{1: '大剑', 2: '镰刀', 3: '长枪'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>镰刀</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033102	10331	1033	2				3000	我比较擅长对付什么属性的敌人？	1	{1: '冰', 2: '火', 3: '物理'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>冰</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033103	10331	1033	2				3000	隐星机体如何触发核心被动？	3	{1: '长按攻击', 2: '三消蓝色信号球后长按闪避', 3: '长按闪避'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>长按闪避</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033201	10332	1033	2				3000	在地球上流浪的我在追寻谁的踪迹？	2	{1: '机械教会', 2: '七实', 3: '升格网络'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>七实</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033202	10332	1033	2				3000	哈卡玛这个名字是谁赋予我的？	3	{1: '研究员', 2: '机械教会', 3: '七实'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>七实</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033203	10332	1033	2				3000	我为什么会加入机械教会？	3	{1: '报答教会的恩情', 2: '因为七实在里面', 3: '观测机械教会'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>观测机械教会</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033301	10333	1033	2				3000	我的主程序原来的全称是？	1	{1: '启发式人工智能管理机械A型', 2: '非启发式人工智能管理机械A型', 3: '人工智能管理机械A型'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>启发式人工智能管理机械A型</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033302	10333	1033	2				3000	我的主程序原来服务于什么机构？	2	{1: '黑野', 2: '科学理事会', 3: '北极航线联合'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>科学理事会</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
21033303	10333	1033	2				3000	在推演的未来中，我和谁一起协助先哲大人的行动？	3	{1: '零', 2: '我', 3: '斯布纳'}	回答正确，监测到与指挥官的同步率上升。	回答错误，同步率下降，提出校准方案：建议回答<color=#3291DB>斯布纳</color>	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
31033101		1033	3	评估结果更新，与指挥官的同步率达到标准，哈卡玛，加入战斗序列。	感谢								Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
41033101		1033	4	评估结果更新，与指挥官的同步率未达到标准，支援权限强制锁定。抱歉，指挥官。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	哈卡玛
11034101		1034	1	指挥官，想要蒲牢来帮忙吗？									Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
11034102		1034	1	蒲牢很乐意！		11034101							Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
11034103		1034	1	不过，根据规则，似乎蒲牢不能随便就出手相助。		11034102							Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
11034104		1034	1	所以，指挥官就先回答蒲牢几个问题吧！		11034103							Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034101	10341	1034	2				3000	蒲牢的上司是谁？	3	{1: '维里耶', 2: '绿色菠萝？', 3: '曲'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>曲</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034102	10341	1034	2				3000	像蒲牢这样的职位还有几个？	1	{1: '八个', 2: '九个', 3: '一个'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>八个</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034103	10341	1034	2				3000	哪个增益是我触发核心被动时候不会获得的？	2	{1: '霸体效果', 2: '伤害增加', 3: '伤害减免'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>伤害增加</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034201	10342	1034	2				3000	哪些事是蒲牢比较喜欢的？	1	{1: '看动画片', 2: '做算术题', 3: '整蛊'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>看动画片</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034202	10342	1034	2				3000	猜猜蒲牢为什么经常赤手空拳的参与战斗？	2	{1: '发挥武术技巧', 2: '怕下手太重', 3: '打击感更好？'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>怕下手太重</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034203	10342	1034	2				3000	蒲牢的记录卷轴上都记着什么呢？	3	{1: '仇敌', 2: '各类零食', 3: '涂鸦'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>涂鸦</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034301	10343	1034	2				3000	指挥官，猜猜蒲牢现在居住在哪里呢？	1	{1: '夜航船', 2: '大街', 3: '库洛'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>夜航船</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034302	10343	1034	2				3000	指挥官猜猜我擅长对付什么属性的敌人呢？	1	{1: '物理', 2: '暗属性', 3: '火属性'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>物理</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
21034303	10343	1034	2				3000	指挥官，你知道谁对小孩子同盟最感兴趣吗？	3	{1: '21号', 2: '神威', 3: '你'}	答对啦答对啦，指挥官真厉害！	不好意思，答错了！呜……蒲牢悄悄告诉指挥官，正确答案是<color=#3291DB>我</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
31034101		1034	3	恭喜恭喜！这下，蒲牢就能帮指挥官的忙了！	感谢								Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
41034101		1034	4	实在对不起……蒲牢不能帮指挥官的忙了……	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	蒲牢
11035101		1035	1	Hola，怎么，你似乎一副困扰的样子啊。									Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
11035102		1035	1	哈哈，想找我帮忙吗？乐意之至。		11035101							Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
11035103		1035	1	不过，勇者在招募同伴之前，似乎要经过几道考验呢。		11035102							Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
11035104		1035	1	别紧张，只是几个简单的问题而已。		11035103							Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035101	10351	1035	2				3000	哪种武器是我喜欢使用的？	2	{1: '短刀', 2: '链刀', 3: '双枪'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>链刀</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035102	10351	1035	2				3000	哪种属性的敌人是我不擅长应对的？	2	{1: '火', 2: '冰', 3: '物理'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>冰</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035103	10351	1035	2				3000	常规状态下的我释放信号球技能时需要消耗什么？	1	{1: '虚赝值', 2: '能量', 3: '诡术值'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>虚赝值</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035201	10352	1035	2				3000	我最想实现谁的梦？	3	{1: '自己的', 2: '升格网络', 3: '露娜'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>露娜</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035202	10352	1035	2				3000	我最擅长又最讨厌的事是什么？	1	{1: '演戏', 2: '打架', 3: '谋略'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>演戏</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035203	10352	1035	2				3000	下面哪件事不是我感兴趣的？	3	{1: '制作毛绒玩具', 2: '求索真相', 3: '作曲'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>作曲</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035301	10353	1035	2				3000	下面哪个人是我比较欣赏的？	2	{1: '神威', 2: '卡穆', 3: '曲'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>卡穆</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035302	10353	1035	2				3000	黄金之涡中是谁让我摆脱了陷阱？	3	{1: '我', 2: '渡边', 3: '七实'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>七实</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
21035303	10353	1035	2				3000	黄金时代我参与了哪部作品的演出？	1	{1: '《曼达斯提·真实公园》', 2: '《阿卡狄亚大撤退》', 3: '《暴风雨》'}	Felicidades！呵呵，真是精彩绝伦。	哎呀哎呀，这可不行……台本上写的是<color=#3291DB>《曼达斯提·真实公园》</color>哦，背熟台词可是演员的基本功啊，Amigo.	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
31035101		1035	3	不愧是你，amigo。于是，勇者与骑士的冒险，就此开幕——这么说，你满意吗？	感谢								Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
41035101		1035	4	哈哈，没能通过考验呢，真遗憾。那么，好戏就留到下次开演吧。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadLuolan3Qnew.png	罗兰
11036101		1036	1	啊，指挥官！来看我这副新机体怎么样？									Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
11036102		1036	1	只要有了它的力量，我一定能帮上——		11036101							Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
11036103		1036	1	咳咳……呃，指挥官，你说你是来找我帮忙的？		11036102							Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
11036104		1036	1	我可不会随便就答应，总、总之，先来回答几个问题！		11036103							Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036101	10361	1036	2				3000	你，知道我现在比较喜欢用什么类型的武器吗？	1	{1: '重破锤', 2: '火炮', 3: '大锤'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>爆破锤</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036102	10361	1036	2				3000	我比较擅长对付什么属性的敌人？	3	{1: '火', 2: '雷', 3: '暗'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>暗属性</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036103	10361	1036	2				3000	我的新机体是什么类型的？	1	{1: '装甲型', 2: '进攻型', 3: '傲娇型'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>装甲型</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036201	10362	1036	2				3000	我的核心被动怎么触发？	2	{1: '三消蓝+三消红', 2: '长按攻击', 3: '长按闪避'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>长按攻击键</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036202	10362	1036	2				3000	我现在隶属于什么部队？	1	{1: '工程部队', 2: '清理部队', 3: '灰鸦小队'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>工程部队</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036203	10362	1036	2				3000	黑野为什么会选择让我参与月面行动？	2	{1: '因为出身科学理事会', 2: '因为出身寰宇技师工会', 3: '因为实力强大？'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>因为我出身寰宇技师工会</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036301	10363	1036	2				3000	在月面我发现了黑野什么秘密？	1	{1: '被囚禁的露娜', 2: '正在秘密研究的灭世武器', 3: '时空机器'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>露娜</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036302	10363	1036	2				3000	我设计这个新机体的目的是为了什么？	2	{1: '赢过露西亚', 2: '适应月面的低重力环境', 3: '为了获得“抛瓦”'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>适应月面的低重力环境</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
21036303	10363	1036	2				3000	我和清理部队是什么关系？	3	{1: '没有关系', 2: '双重间谍！', 3: '清理部队的外援？'}	答对啦——有什么好高兴的，这么简单的问题，当然得答对才行。	你你你——连答案是<color=#3291DB>清理部队的外援</color>这种事都不知道吗！哼，真不像话！	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
31036101		1036	3	不错嘛……那么，我就按照约定，勉强帮你一下好啦。	感谢								Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
41036101		1036	4	这都回答不出来，还想让我帮你的忙？哼！	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	卡列尼娜
