Id	Group	Name	Describe	IconType	Icon	Icon2	IconCustom	TimeOut	OnlyTrue	IsMySelf	AndOr	ForbidMoveType	MoveType	EffectType	EffectButton	SkillId	MissileId
300	410315	基础球三消	火猫-技能教学	3	99			-1						[1, 1, 1]	[1, 2, 3]	[101707, 101710, 101713, 101729, 101732]	
301	410315	闪焰瞬击	火猫-技能教学	1	8			-1						[1]	[23]	[420612, 420603]	
302	410316	基础球三消	火猫-技能2教学	3	99			-1						[1, 1, 1]	[1, 2, 3]	[101707, 101710, 101713, 101729, 101732]	
303	410316	基础球三消	火猫-技能2教学	3	99			-1						[1, 1, 1]	[1, 2, 3]	[101707, 101710, 101713, 101729, 101732]	
304	410316	炽焰焚身	火猫-技能2教学	1	8			-1						[1]	[23]	[420613, 420608]	
305	111351	普攻	超丽芙-普攻教学	1	1			-1	True					[1]	[15]	[103301]	
306	111351	普攻	超丽芙-普攻教学	1	1			2000	True					[1]	[15]	[103302]	
307	111351	普攻	超丽芙-普攻教学	1	1			2000	True					[1]	[15]	[103303]	
308	111351	普攻	超丽芙-普攻教学	1	1			2000	True					[1]	[15]	[103304]	
309	111351	普攻	超丽芙-普攻教学	1	1			2000	True					[1]	[15]	[103305]	
310	111351	普攻	超丽芙-普攻教学	1	1			2000	True					[1]	[15]	[103306]	
312	111352	蓝球	超丽芙-消球教学-蓝球	1	102			-1						[1]	[1]	[103311]	
313	111353	黄球	超丽芙-消球教学-黄球	1	103			-1						[1]	[1]	[103314, 103336, 103339]	
314	111354	红球	超丽芙-消球教学-红球	1	101			-1						[1]	[1]	[103308]	
316	111355	双击闪避	超丽芙-普通吟唱	1	2			-1	True					[1]	[16]	[103319]	
317	111355	任意消球	超丽芙-普通吟唱	1	99			4000								[103320]	
318	111355	同色消球	超丽芙-普通吟唱	1	99			4000								[103361]	
320	111356	双击闪避	超丽芙-普通吟唱	1	2			-1	True					[1]	[16]	[103319]	
321	111356	任意消球	超丽芙-普通吟唱	1	99			4000								[103320, 103323]	
322	111356	异色消球	超丽芙-普通吟唱	1	99			4000								[103356, 103361, 103362, 103363, 103364, 103365, 103366, 103367, 103368]	
323	111357	大招	超丽芙-普通吟唱	1	3			-1	True							[103334]	
325	111357	双击闪避	超丽芙-普通吟唱	1	2			6000						[1]	[16]	[103319]	
326	111357	任意消球	超丽芙-普通吟唱	1	99			4000								[103343]	
327	111357	任意消球	超丽芙-普通吟唱	1	99			4000								[103344]	
328	111357	任意消球	超丽芙-普通吟唱	1	99			4000								[103345]	
329	111358	基础球三消	超丽芙-切人教学	3	99			-1						[1, 1, 1]	[1, 2, 3]	[101707, 101710, 101713, 101729, 101732]	
330	111358	qte	超丽芙-qte-QTE	1	92			-1						[1]	[21]	[103335]	
331	111359	角色出场技	超丽芙-qte-出场技	1	95			-1						[1]	[21]	[103332]	
332	111360	极限闪避	超丽芙-升阶极限闪避教学	1	2			-1	True					[1]	[16]	[103317, 103318]	
333	111360	超算球	超丽芙-升阶极限闪避教学	1	99			4000	True							[103323]	
334	111361	基础球三消	赛琳娜-核心被动	3	99			-1	True	True				[1, 1, 1]	[1, 2, 3]	[131113, 131123, 131133]	
335	111361	移动	赛琳娜-核心被动	4	4			1500						[2]	[51]	[131114, 131124, 131134]	
336	111362	必杀技	赛琳娜-大招	1	3			-1						[1]	[17]	[131142]	
337	111362	流星	赛琳娜-大招	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR4Sailinna41.png	-1						[1]	[1]	[131150, 131152, 131154, 131156, 131158, 131160, 131162]	
338	111362	移动	赛琳娜-大招	4	4			-1								[131151, 131153, 131155, 131157, 131159, 131161, 131163]	
339	111362	流星	赛琳娜-大招	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR4Sailinna41.png	-1								[131150, 131152, 131154, 131156, 131158, 131160, 131162]	
340	111362	移动	赛琳娜-大招	4	4			-1								[131151, 131153, 131155, 131157, 131159, 131161, 131163]	
341	111362	流星	赛琳娜-大招	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR4Sailinna41.png	-1								[131150, 131152, 131154, 131156, 131158, 131160, 131162]	
342	111362	移动	赛琳娜-大招	4	4			-1								[131151, 131153, 131155, 131157, 131159, 131161, 131163]	
343	111362	流星	赛琳娜-大招	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR4Sailinna41.png	-1								[131150, 131152, 131154, 131156, 131158, 131160, 131162]	
344	111362	移动	赛琳娜-大招	4	4			-1								[131151, 131153, 131155, 131157, 131159, 131161, 131163]	
345	111362	流星	赛琳娜-大招	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR4Sailinna41.png	-1								[131150, 131152, 131154, 131156, 131158, 131160, 131162]	
346	111362	移动	赛琳娜-大招	4	4			-1								[131151, 131153, 131155, 131157, 131159, 131161, 131163]	
347	111363	必杀技	赛琳娜-第二关大招	1	3			-1								[131142]	
348	410317	基础球三消	冰鹰-技能教学	3	99			-1						[1, 1, 1]	[1, 2, 3]	[111209, 111212, 111215, 111223, 111224, 111225]	
349	410317	基础球三消	冰鹰-技能教学	3	99			-1						[1, 1]	[1]	[111209, 111212, 111215, 111223, 111224, 111225]	
350	410317	苍目霜华	冰鹰-技能教学	1	8			-1						[1]	[23]	[420805]	
351	410318	基础球三消	冰鹰-技能2教学	3	99			-1						[1, 1]	[1]	[111209, 111212, 111215, 111223, 111224, 111225]	
352	410318	基础球三消	冰鹰-技能2教学	3	99			-1						[1, 1]	[1]	[111209, 111212, 111215, 111223, 111224, 111225]	
353	410318	破涳冽翼	冰鹰-技能2教学	1	8			-1						[1]	[23]	[420810]	
354	111370	使用必杀技扔出龍厄	蒲牢-剧情关-核心被动教学	1	3			-1						[1]	[17]	[130432]	
355	111364	基础球三消	乱数-核心被动	3	99			-1						[1, 1, 1]	[1, 2, 3]	[101115]	
356	111364	红球	乱数-核心被动	1	101			6000	True					[1]	[1]	[101123]	
357	111365	蓝色三消	白毛-核心教学-3蓝+3消	3	102			-1						[1, 1, 1]	[1, 2, 3]	[102212]	
358	111365	基础球三消	白毛-核心教学-3蓝+3消	3	99			6000								[102209]	
359	111366	剑气球	白毛-核心教学-剑气球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya41.png	-1								[102224, 102225, 102226, 102227]	
360	111366	剑气球	白毛-核心教学-剑气球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya41.png	6000								[102224, 102225, 102226, 102227]	
361	111366	剑气球	白毛-核心教学-剑气球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya41.png	6000								[102224, 102225, 102226, 102227]	
362	111366	剑气球	白毛-核心教学-剑气球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya41.png	6000								[102224, 102225, 102226, 102227]	
363	111366	剑气球	白毛-核心教学-剑气球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya41.png	6000								[102224, 102225, 102226, 102227]	
364	111367	红球三消	比安卡S-核心教学-3红+蓝球	3	101			-1						[1, 1, 1]	[1, 2, 3]	[101408]	
365	111367	任意蓝球	比安卡S-核心教学-3红+蓝球	3	102			-1						[1, 1, 1]	[1, 2, 3]	[101411]	
366	111378	任意消球	蒲牢-核心教学	1	99			-1								[130416, 130422, 130431]	
367	111378	普通攻击	蒲牢-核心教学	1	1			2000	True					[1]	[15]	[130418, 130424, 130430]	
368	111378	普通攻击	蒲牢-核心教学	1	1			2000	True					[1]	[15]	[130419, 130425, 130431]	
369	111379	长按必杀	蒲牢-真大招教学	4	3			-1	True							[130434]	
370	111380	灵刃·落星破	蒲牢-切人·真大招教学	4	3			-1	True							[130434]	
371	111381	终结	处决-处决	1	1			-1	True					[1]	[15]	[130236, 130237, 130242]	
372	111382	闪袭	处决-见切	4	2			-1	True					[1]	[16]	[130240, 130241, 130243, 130244]	
373	111371	进行任意消球	蒲牢-剧情关-角色战斗操作理念教学	1	102			-1						[1]	[1]	[130420]	
374	111372	唤回龍厄进行派生技能	蒲牢-剧情关-角色战斗操作理念教学	1	3			-1						[1]	[17]	[130423]	
375	111373	连点攻击键进行派生连打	蒲牢-剧情关-角色战斗操作理念教学	1	1			-1						[1]	[15]	[130424]	
376	111374	连点攻击键进行派生连打	蒲牢-剧情关-角色战斗操作理念教学	1	1			-1						[1]	[15]	[130425]	
377	111375	长按必杀键释放龙腾五岳	蒲牢-剧情关-二段必杀教学	4	3			-1						[1]	[17]	[130434]	
378	111376	点击必杀键换回龍厄	蒲牢-剧情关-召唤龍厄教学	1	3			-1						[1]	[17]	[130410]	
379	111383	任意蓝球	仰光-核心教学-3蓝+普攻4连	3	102			-1						[1, 1, 1]	[1, 2, 3]	[102311]	
380	111383	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102301]	
381	111383	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102302]	
382	111383	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102303]	
383	111383	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102304]	
384	111384	任意黄球	仰光-核心教学-3蓝+普攻4连	3	103			-1						[1, 1, 1]	[1, 2, 3]	[102314]	
385	111384	任意蓝球	仰光-核心教学-3蓝+普攻4连	3	102			4000	True					[1, 1, 1]	[1, 2, 3]	[102311]	
386	111384	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102301]	
387	111384	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102302]	
388	111384	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102303]	
389	111384	普攻	仰光-核心教学-3蓝+普攻4连	1	1			2000	True					[1]	[15]	[102304]	
390	410319	基础球三消	火虎-技能教学	3	99			-1						[1, 1, 1]	[1, 2, 3]	[105416, 105417, 105419, 105420, 105421]	
392	410319	裂地噬火钻	火虎-技能教学	1	8			-1						[1]	[23]	[421003]	
393	410320	基础球三消	火虎-技能2教学	3	99			-1						[1, 1]	[1]	[105416, 105417, 105419, 105420, 105421]	
395	410320	焚空焰刃击	火虎-技能2教学	1	8			-1						[1]	[23]	[421008]	
396	10021	普攻1	序章普攻教学	1	1			-1						[1]	[15]	[100208, 100231]	
397	10021	普攻2	序章普攻教学	1	1			2800	True					[1]	[15]	[100209]	
398	10021	普攻3	序章普攻教学	1	1			2100	True					[1]	[15]	[100210]	
399	10021	普攻4	序章普攻教学	1	1			2700	True					[1]	[15]	[100211]	
400	10021	普攻5	序章普攻教学	1	1			3100	True					[1]	[15]	[100212]	
401	111385	长按普攻	罗塞塔·核心被动教学	4	1			-1	True					[1]	[15]	[110534]	
402	111386	必杀-刹那冰华	露西亚-核心教学	1	3			-1						[1]	[17]	[103267, 103270, 103271, 103272]	
403	10022	技能球单消	序章消球教学	1	101			-1	True					[1]	[1]	[100201]	
404	10023	技能球三消	序章消球教学	3	101			-1	True					[1, 1, 1]	[1, 2, 3]	[100203]	
405	10024	闪避	序章闪避教学	1	2			-1	True					[1]	[16]	[100227]	
406	10025	任意消除为三消	序章消球教学	1	101			-1	True					[1]	[1]	[100201, 100203]	
407	111387	普攻	七实机器人-普攻教学	1	1			-1	True					[1]	[15]	[105458, 105459, 105460, 105462, 105463, 105464]	
408	111387	普攻	七实机器人-普攻教学	1	1			2000	True					[1]	[15]	[105458, 105459, 105460, 105462, 105463, 105464]	
409	111387	普攻	七实机器人-普攻教学	1	1			2000	True					[1]	[15]	[105458, 105459, 105460, 105462, 105463, 105464]	
413	111388	黄球	七实机器人-消球教学-黄球	1	103			-1						[1]	[1]	[105417]	
414	111389	蓝球	七实机器人-消球教学-蓝球	1	102			-1						[1]	[1]	[105416]	
415	111390	红球	七实机器人-消球教学-红球	1	101			-1						[1]	[1]	[105419, 105420, 105421]	
416	111391	长按闪避	七实机器人-机动模式教学	1	2			-1						[1]	[16]	[105426, 105427, 105428, 105429, 105430, 105418]	
417	111392	点火·炽热斩	七实机器人-大招一段	1	3			-1						[1]	[17]	[105422]	
418	111397	普攻精准派生	七实机器人-大招普攻精准派生	4	1			-1						[1]	[15]	[105409, 105411, 105413]	
419	111393	普攻完美派生	七实机器人-大招普攻完美派生	4	1			-1						[1]	[15]	[105410, 105412, 105414]	
420	111394	终结派生	七实机器人-大招满压力终结派生	4	1			-1						[1]	[15]	[105438]	
421	111395	万兆创星击	七实机器人-大招二段	1	3			-1						[1]	[17]	[105423]	
422	111396	释放大招	七实机器人-大招一段	1	3			-1						[1]	[17]	[105422]	
423	111401	黄球	哈卡玛-消球教学-黄球	1	103			-1	True	True				[1]	[1]	[130515]	
424	111398	蓝球	哈卡玛-消球教学-蓝球	1	102			-1	True	True				[1]	[1]	[130512]	
425	111399	红球	哈卡玛-消球教学-红球	1	101			-1	True	True				[1]	[1]	[130509]	
426	111400	长按闪避	哈卡玛-核心被动教学	4	2			-1	True					[1]	[16]	[130530]	
427	111402	释放大招	哈卡玛-释放大招	1	3			-1						[1]	[17]	[130519]	
428	111403	释放大招	哈卡玛-释放二段大	1	3			-1						[1]	[17]		[13959913]
429	111403	释放核心	哈卡玛-释放二段大+核心	4	2			5000	True					[1]	[16]	[130529]	
430	111404	释放大招	哈卡玛-释放二段大	1	3			-1						[1]	[17]		[13959913]
431	111404	释放核心	哈卡玛-释放二段大+核心	4	2			4000	True					[1]	[16]	[130529]	
432	111405	释放大招	哈卡玛-释放二段大	1	3			-1	True					[1]	[17]		[13959913]
433	111406	长按闪避释放核心	哈卡玛-释放核心被动	4	2			-1	True					[1]	[16]	[130529]	
434	111407	长按闪避释放核心	哈卡玛-核心被动教学	4	2			-1	True					[1]	[16]	[130530]	
435	111408	红球	黎明跃升-红球3消	1	101			-1	True					[1, 1, 1]	[1, 2, 3]	[101209]	
436	111409	红球	黎明跃升-红球3消	1	101			-1	True					[1, 1, 1]	[1, 2, 3]	[101209]	
437	111410	释放大招	黎明跃升-开大	1	3			-1	True					[1]	[17]	[101221, 101242]	
438	111410	红球	黎明跃升-红球3消	1	101			5000	True					[1, 1, 1]	[1, 2, 3]	[101209, 101233]	
439	111410	居合斩	黎明跃升-居合	4	1			2000	True					[1]	[15]	[101243]	
440	111411	黄球	黎明跃升-消球教学-黄球	1	103			-1						[1]	[1]	[101215, 101239]	
441	111411	普攻	黎明跃升-普攻教学	1	1			4000	True					[1]	[15]	[101201, 101225, 101240, 101241]	
442	111411	普攻	黎明跃升-普攻教学	1	1			2000	True					[1]	[15]	[101202, 101226]	
443	111411	普攻	黎明跃升-普攻教学	1	1			2000	True					[1]	[15]	[101203, 101227]	
444	111411	普攻	黎明跃升-普攻教学	1	1			2000	True					[1]	[15]	[101204, 101228]	
445	111411	普攻	黎明跃升-普攻教学	1	1			2000	True					[1]	[15]	[101205, 101229]	
446	111411	普攻	黎明跃升-普攻教学	1	1			2000	True					[1]	[15]	[101206, 101230]	
447	111412	黄球	异火跃升-消球教学-黄球	1	103			-1						[1]	[1]	[100109]	
448	111413	黄球	异火跃升-黄球效果-启动	1	103			-1						[1]	[1]	[100109]	
449	111413	蓝球	异火跃升-蓝球效果-续杯引燃	1	102			2500	True					[1]	[1]	[100104, 100105, 100106]	
450	111413	蓝球	异火跃升-蓝球效果-续杯引燃	1	102			2500	True					[1]	[1]	[100104, 100105, 100106]	
451	111413	蓝球	异火跃升-蓝球效果-续杯引燃	1	102			2500	True					[1]	[1]	[100104, 100105, 100106]	
452	111413	蓝球	异火跃升-蓝球效果-续杯引燃	1	102			2500	True					[1]	[1]	[100104, 100105, 100106]	
453	111414	黄球	异火跃升-消球教学-黄球	1	103			-1						[1]	[1]	[100109]	
454	111414	普攻	异火跃升-普攻教学	1	1			2000	True					[1]	[15]	[100121]	
455	111414	普攻	异火跃升-普攻教学	1	1			2000	True					[1]	[15]	[100122]	
456	111414	普攻	异火跃升-普攻教学	1	1			2000	True					[1]	[15]	[100123]	
457	111414	普攻	异火跃升-普攻教学	1	1			2000	True					[1]	[15]	[100124]	
458	111414	普攻	异火跃升-普攻教学	1	1			2000	True					[1]	[15]	[100125]	
459	111415	黄球	异火跃升-核心教学-射击	1	103			6000	True					[1]	[1]	[100107]	
460	111415	红球	异火跃升-核心教学-射击	1	101			4000	True					[1]	[1]	[100112]	
461	111416	黄球	异火跃升-核心教学-射击消球	1	103			6000	True					[1]	[1]	[100107]	
462	111416	红球	异火跃升-核心教学-射击消球	1	101			4000	True					[1]	[1]	[100112]	
463	111416	黄球	异火跃升-核心教学-射击消球	1	103			3000	True					[1]	[1]	[100131, 100140]	
464	111416	蓝球	异火跃升-核心教学-射击消球	1	102			3000	True					[1]	[1]	[100128, 100137]	
465	111417	黄球	异火跃升-核心教学-能量获取	1	103			6000	True					[1]	[1]	[100109]	
466	111417	红球	异火跃升-核心教学-能量获取	1	101			4000	True					[1]	[1]	[100114]	
467	111418	黄球	异火跃升-核心教学-闪避射击	1	103			6000	True					[1]	[1]	[100109]	
468	111418	红球	异火跃升-核心教学-闪避射击	1	101			4000	True					[1]	[1]	[100114]	
469	111418	闪避射击	异火跃升-核心教学-闪避射击	1	2			4000	True					[1]	[16]	[100127, 100144]	
470	111419	释放大招	异火跃升-开大	1	3			-1	True					[1]	[17]	[100110, 100143]	
471	111420	黄球	异火跃升-核心教学-射击	1	103			8000	True					[1]	[1]	[100109]	
472	111420	红球	异火跃升-核心教学-射击	1	101			4000	True					[1]	[1]	[100114]	
473	111420	释放大招	异火跃升-开大	1	3			4000	True					[1]	[17]	[100143]	
474	111421	蓝球	仰光跃升-消球教学-蓝球	1	102			-1						[1]	[1]	[102311]	
475	111422	核心被动	仰光跃升-核心教学	1	99			-1						[1]	[1]		[10232313, 10232331]
476	111423	蓝球	仰光跃升-消球教学-蓝球	1	102			-1						[1]	[1]	[102311]	
477	111423	黄球	仰光跃升-消球教学-黄球	1	103			3000						[1]	[1]	[102314]	
478	111423	普攻	仰光跃升-普攻教学	1	1			2000	True					[1]	[15]	[102301]	
479	111423	普攻	仰光跃升-普攻教学	1	1			2000	True					[1]	[15]	[102302]	
480	111423	普攻	仰光跃升-普攻教学	1	1			2000	True					[1]	[15]	[102303]	
481	111423	普攻	仰光跃升-普攻教学	1	1			2000	True					[1]	[15]	[102304]	
482	111424	释放大招	仰光跃升-开大	1	3			-1	True					[1]	[17]	[102315]	
483	111424	任意三消	仰光跃升-开大后神罚	1	99			4000						[1]	[1]		[10232317]
484	111424	任意三消	仰光跃升-开大后神罚	1	99			2000						[1]	[1]		[10232317]
485	111424	任意三消	仰光跃升-开大后神罚	1	99			2000						[1]	[1]		[10232317]
486	111425	释放大招	仰光跃升-开大	1	3			-1	True					[1]	[17]	[102315]	
487	111426	蓝球	仰光跃升-白毛进核心	1	102			-1	True					[1]	[1]	[102212]	
488	111426	红球	仰光跃升-白毛进核心	1	101			3000	True					[1]	[1]	[102209]	
489	111427	普攻	超卡列-普攻教学	1	1			-1	True					[1]	[15]	[102701, 102725]	
490	111427	普攻	超卡列-普攻教学	1	1			2000	True					[1]	[15]	[102702]	
491	111427	普攻	超卡列-普攻教学	1	1			2000	True					[1]	[15]	[102703]	
492	111427	普攻	超卡列-普攻教学	1	1			2000	True					[1]	[15]	[102704]	
493	111427	普攻	超卡列-普攻教学	1	1			2000	True					[1]	[15]	[102748]	
494	111428	红球	超卡列-消球教学-红球	1	101			-1	True	True				[1]	[1]	[102707]	
495	111429	蓝球	超卡列-消球教学-蓝球	1	102			-1	True	True				[1]	[1]	[102710]	
496	111430	黄球	超卡列-消球教学-黄球	1	103			-1	True	True				[1]	[1]	[102713]	
497	111431	消球连发	超卡列-消球连发-蓝球	1	102			-1						[1]	[1]	[102710]	
498	111431	消球连发	超卡列-消球连发-蓝球	1	103			2000						[1]	[1]	[102710, 102743]	
499	111431	消球连发	超卡列-消球连发-蓝球	1	103			2000						[1]	[1]	[102710, 102743]	
500	111432	消球连发	超卡列-消球连发-黄球	1	103			-1						[1]	[1]	[102713]	
501	111432	消球连发	超卡列-消球连发-黄球	1	102			2000						[1]	[1]	[102713, 102746]	
502	111432	消球连发	超卡列-消球连发-黄球	1	102			2000						[1]	[1]	[102713, 102746]	
503	111433	必杀技	超卡列-大招教学	1	3			-1						[1]	[17]	[102764, 102716]	
504	111434	红球	超卡列-消球教学-红球	1	101			-1						[1]	[1]	[102707]	
505	111435	跃升击	超卡列-核心教学-升龙锤	1	1			-1						[1]	[15]	[102728, 102767]	
506	111436	蓄力	超卡列-核心教学-升龙锤	1	1			-1	True					[1]	[15]	[102726, 102727]	
